hand1,hand2,table1,table2,table3,table4,table5,numPlayers,position,playerChips,action,rank
4c,Kc,2s,Th,9c,3d,Kh,5,4,28,k,396905
Ah,7d,2s,Th,9c,3d,Kh,5,5,48,k,368347
7d,5d,Td,5s,4d,8c,3c,6,4,81,k,379319
5h,7h,Td,5s,4d,8c,3c,6,5,150,k,379319
6h,7d,Ts,5c,4c,Ac,Qd,6,2,45,b,366123
Td,Ah,Ts,5c,4c,Ac,Qd,6,3,83,c,744728
5c,5s,8h,Jh,6h,6d,Kc,6,1,55,k,743312
Kh,9c,8h,Jh,6h,6d,Kc,6,2,103,k,744506
Jc,3c,8s,2d,Jd,6c,6h,6,1,55,k,744165
Ts,Td,8s,2d,Jd,6c,6h,6,2,5,k,743999
5d,Kd,8h,5h,7d,6d,6c,7,1,24,k,743312
Td,Jd,8h,5h,7d,6d,6c,7,6,158,k,381712
Tc,Ts,4h,Jd,Th,2h,2c,9,1,1,b,2227862
8h,3h,4h,Jd,Th,2h,2c,9,5,9,c,2098486
9s,7d,9c,3c,9d,7h,5h,9,2,0,k,2227854
3d,3h,9c,3c,9d,7h,5h,9,9,0,b,2227778
9s,7d,9c,3c,9d,7h,5h,9,2,0,r,2227854
3d,3h,9c,3c,9d,7h,5h,9,9,0,r,2227778
9s,7d,9c,3c,9d,7h,5h,9,2,0,r,2227854
3d,3h,9c,3c,9d,7h,5h,9,9,0,c,2227778
Kc,5c,4c,Jd,6c,7c,Ks,9,8,0,k,2182338
Ac,2c,4c,Jd,6c,7c,Ks,9,9,0,b,2210884
Kc,5c,4c,Jd,6c,7c,Ks,9,8,0,r,2182338
Ac,2c,4c,Jd,6c,7c,Ks,9,9,0,c,2210884
Kc,5c,4c,Jd,6c,7c,Ks,9,8,0,A,2182338
7d,5d,9c,8d,Ah,6s,5s,6,1,8,b,1485179
Kc,Ac,9c,8d,Ah,6s,5s,6,3,30,c,399613
Kh,7d,Js,5s,4c,Kd,Th,5,1,143,k,397090
8s,Ks,Js,5s,4c,Kd,Th,5,2,120,k,397091
2s,As,Js,5s,4c,Kd,Th,5,3,12,k,368527
Js,Th,Jc,7s,4d,5h,7d,6,1,56,k,744180
8h,Jh,Jc,7s,4d,5h,7d,6,5,55,k,744178
6c,6d,8d,Ac,8s,Tc,5c,7,4,7,b,743664
As,Td,8d,Ac,8s,Tc,5c,7,5,9,c,744724
9s,Ts,9c,Jh,9h,6c,6d,8,7,6,b,2227853
Ac,Qs,9c,Jh,9h,6c,6d,8,8,7,r,743833
9s,Ts,9c,Jh,9h,6c,6d,8,7,6,c,2227853
9c,9d,Qd,8s,4c,Ts,4h,9,3,6,k,743805
7c,Tc,Qd,8s,4c,Ts,4h,9,7,23,k,743974
9d,2d,5d,4d,3c,2c,6h,9,2,5,b,1485176
Qh,7s,5d,4d,3c,2c,6h,9,5,13,r,1485177
9d,2d,5d,4d,3c,2c,6h,9,2,5,c,1485176
Js,8h,Jc,2s,Th,As,4d,9,1,63,k,393204
9s,Jh,Jc,2s,Th,As,4d,9,2,33,k,393205
9s,8h,8d,Js,9h,Kc,Td,9,1,8,k,743858
Th,8c,8d,Js,9h,Kc,Td,9,6,3,k,744027
2c,2d,2h,5c,Qd,8s,Td,10,1,4,k,1114017
Ah,Qh,2h,5c,Qd,8s,Td,10,2,7,k,395401
9h,7s,Ah,Ac,9c,4s,5s,11,2,49,k,744710
5c,8c,Ah,Ac,9c,4s,5s,11,3,23,k,744660
9c,8s,Qs,8c,6s,8h,5h,11,2,3,b,1115030
Ad,As,Qs,8c,6s,8h,5h,11,6,0,c,744702
Ad,As,Qs,8c,6s,8h,5h,11,6,0,A,744702
5s,9s,5c,9d,Ad,Jc,7c,9,1,57,k,743820
As,2c,5c,9d,Ad,Jc,7c,9,5,19,k,399274
5s,As,Jc,3c,Qs,7c,2c,8,1,400,k,366291
7d,Kd,Jc,3c,Qs,7c,2c,8,2,27,k,384276
2s,6s,Jc,3c,Qs,7c,2c,8,5,54,k,373105
6d,4d,Jc,3c,Qs,7c,2c,8,6,4496,k,306282
Ts,Jd,Jc,3c,Qs,7c,2c,8,7,58,k,392865
4s,Jc,4d,Qc,Js,7d,3h,8,2,9,k,744143
As,Ks,4d,Qc,Js,7d,3h,8,5,586,k,368711
7d,Qs,Qc,2s,4h,5d,9s,6,1,20,k,394514
8s,8d,Qc,2s,4h,5d,9s,6,3,126,k,386259
Qh,Th,Qc,2s,4h,5d,9s,6,5,24,k,394709
5d,Ks,6s,3s,Kc,Qs,Kd,6,1,15,b,1115872
Kh,7h,6s,3s,Kc,Qs,Kd,6,2,17,c,1115873
As,Js,Qh,Ac,Jc,Ts,4d,6,1,2,k,744741
Th,Ah,Qh,Ac,Jc,Ts,4d,6,2,1,k,744728
Qc,Ad,Qh,Ac,Jc,Ts,4d,6,4,6,k,744753
Td,9d,8d,7c,3c,Qc,7h,6,1,614,k,384079
Jh,4c,8d,7c,3c,Qc,7h,6,2,36,k,384091
6d,Jd,8d,7c,3c,Qc,7h,6,4,68,k,384091
4s,As,5s,8s,7h,4d,Qs,6,4,2,b,2222222
5d,5h,5s,8s,7h,4d,Qs,6,6,8,c,1114522
Ac,8c,As,3h,4d,7d,Jd,6,2,11,b,399261
3s,6s,As,3h,4d,7d,Jd,6,6,7,c,375640
Ks,3h,Kh,3d,7h,Jd,6d,6,2,33,k,744467
6s,6h,Kh,3d,7h,Jd,6d,6,4,2,b,1114707
Ks,3h,Kh,3d,7h,Jd,6d,6,2,33,c,744467
9h,Js,9d,6s,4c,Qs,4d,6,4,16,k,743805
5d,7d,9d,6s,4c,Qs,4d,6,6,29,k,377473
8c,8h,6s,Kh,4d,Qh,Ks,7,6,40,b,744533
Qs,Ac,6s,Kh,4d,Qh,Ks,7,7,45,c,744587
7c,6c,4h,5h,As,7s,Ac,6,1,53,b,744683
8h,Ad,4h,5h,As,7s,Ac,6,2,3,r,1115990
7c,6c,4h,5h,As,7s,Ac,6,1,53,c,744683
2s,4c,Qh,4h,2c,Ad,5s,6,4,31,b,742936
9h,5h,Qh,4h,2c,Ad,5s,6,6,7,c,380049
7h,Jh,Jd,9h,Js,7s,Kc,6,3,73,b,2227880
Ks,Ts,Jd,9h,Js,7s,Kc,6,4,5,c,744570
Jh,As,5s,Ad,8c,8s,6c,7,1,56,b,744701
9c,9d,5s,Ad,8c,8s,6c,7,4,13,c,743859
9c,9d,2d,5h,4h,Ks,7c,7,1,65,k,388599
Js,Jh,2d,5h,4h,Ks,7c,7,6,5,b,392993
9c,9d,2d,5h,4h,Ks,7c,7,1,65,c,388599
3s,2s,Qh,6c,As,Ks,Js,7,1,6,b,2224898
5h,Ts,Qh,6c,As,Ks,Js,7,7,11,c,1485184
9c,8c,Qc,2c,2d,5c,Kd,8,1,14,b,2158507
4s,Ks,Qc,2c,2d,5c,Kd,8,7,8,c,744455
9d,Kh,Th,8h,Ks,7c,Td,8,1,28,k,744556
Qh,Kc,Th,8h,Ks,7c,Td,8,7,4,b,744559
9d,Kh,Th,8h,Ks,7c,Td,8,1,28,c,744556
Js,Ad,Jd,Qh,2d,6c,Th,8,5,3,k,393232
Qd,Qc,Jd,Qh,2d,6c,Th,8,8,16,b,1115694
Js,Ad,Jd,Qh,2d,6c,Th,8,5,3,c,393232
Kd,9c,As,Td,7h,Kc,3d,8,3,18,k,397599
Ad,2d,As,Td,7h,Kc,3d,8,7,104,k,399625
2c,2s,7c,Kh,9c,9s,Qs,6,2,4,k,743780
Tc,Qc,7c,Kh,9c,9s,Qs,6,5,281,k,744378
7d,8c,Qd,8s,4s,Ac,Jc,7,1,119,k,386642
Ah,6h,Qd,8s,4s,Ac,Jc,7,2,89,k,399470
Tc,4c,Qd,8s,4s,Ac,Jc,7,4,520,k,377854
Kd,Js,Qd,8s,4s,Ac,Jc,7,7,136,k,393247
Qh,Qd,6d,4s,Tc,9h,8c,7,1,2,k,394712
2d,5c,6d,4s,Tc,9h,8c,7,2,2,b,244936
Qh,Qd,6d,4s,Tc,9h,8c,7,1,2,c,394712
Qd,Kc,2s,Qs,Jd,9h,Ah,9,3,10,k,395443
Ts,3s,2s,Qs,Jd,9h,Ah,9,8,2,k,366334
Js,Kc,7c,9c,Ac,Kd,Kh,9,1,3,k,1115903
7d,9d,7c,9c,Ac,Kd,Kh,9,3,23,k,744548
Ah,Qc,7c,9c,Ac,Kd,Kh,9,4,246,k,744767
Qd,9h,9s,5s,7h,8s,4d,9,3,55,k,388445
Tc,7c,9s,5s,7h,8s,4d,9,7,34,k,383727
Kd,6c,6h,Ks,5c,8h,7h,9,2,28,b,744503
8d,9s,6h,Ks,5c,8h,7h,9,7,86,c,1485179
Ks,Ts,4d,Td,8s,3s,2h,11,2,143,k,390808
Jd,7d,4d,Td,8s,3s,2h,11,8,24,k,275706
4c,2c,7s,7h,4d,2h,2d,11,10,28,c,2227763
9s,7d,7s,7h,4d,2h,2d,11,4,46,b,2227823
5d,5c,5h,Js,9d,7s,8h,10,1,1,k,1114510
9s,Ks,5h,Js,9d,7s,8h,10,8,17,k,388654
Qc,Ks,Kh,Ah,2h,2c,5c,10,6,6,k,744457
Th,Kc,Kh,Ah,2h,2c,5c,10,7,50,k,744457
7d,6c,4d,6d,5d,2c,9d,10,2,16,k,2068094
Ah,3c,4d,6d,5d,2c,9d,10,4,10,k,1485176
Ah,5d,5c,6h,4h,5s,6s,10,10,1,c,2227801
2c,Ac,5c,6h,4h,5s,6s,10,2,1,b,743313
3d,8s,3c,8h,Th,Tc,7c,10,2,66,k,744021
Ah,5h,3c,8h,Th,Tc,7c,10,3,73,k,390980
Jh,Qh,3c,8h,Th,Tc,7c,10,4,6,k,390682
Tc,Qd,Ac,Th,Ts,As,Qs,11,11,38,b,2227874
3s,7s,Ac,Th,Ts,As,Qs,11,9,2,k,2222585
3s,7s,Ac,Th,Ts,As,Qs,11,9,2,c,2222585
Qd,Ac,2d,Kc,As,3s,2c,10,10,11,k,744625
7s,2s,2d,Kc,As,3s,2c,10,2,5,k,1114046
Td,Qs,Jd,3c,9h,Th,5h,9,4,3,k,390683
3s,3d,Jd,3c,9h,Th,5h,9,7,1,k,1114173
Tc,9c,Jd,3c,9h,Th,5h,9,9,0,k,744038
3h,Ah,Qh,6h,7d,Ac,9s,10,2,0,k,399443
7h,7s,Qh,6h,7d,Ac,9s,10,6,1,b,1114890
3h,Ah,Qh,6h,7d,Ac,9s,10,2,0,c,399443
3h,Ah,Qh,6h,7d,Ac,9s,10,2,0,A,399443
2h,Kh,Jd,Jh,Kc,Qd,5s,9,6,8,k,744572
As,Qc,Jd,Jh,Kc,Qd,5s,9,7,12,b,744405
2h,Kh,Jd,Jh,Kc,Qd,5s,9,6,8,c,744572
6c,2c,8s,6d,5s,7s,Jd,8,2,22,b,381685
Ah,9s,8s,6d,5s,7s,Jd,8,3,7,c,1485179
3c,4c,3s,Kc,9c,8c,7c,8,1,3,b,2187096
Jc,Ts,3s,Kc,9c,8c,7c,8,7,208,c,2191675
Ad,Jh,4c,Jd,Js,8d,3c,7,2,824,b,1115562
7s,8h,4c,Jd,Js,8d,3c,7,3,43,c,744190
Kd,Qh,8d,2d,4s,Kh,5c,7,4,28,k,397231
Jc,Jh,8d,2d,4s,Kh,5c,7,5,1,k,393006
Js,Kh,Qc,Kc,8h,Jc,Td,7,6,277,k,744572
6s,Qd,Qc,Kc,8h,Jc,Td,7,7,148,k,395247
Qh,Ks,Tc,Qc,4d,Qs,2h,7,1,59,k,1115720
Kd,Jh,Tc,Qc,4d,Qs,2h,7,2,1,b,395247
Qh,Ks,Tc,Qc,4d,Qs,2h,7,1,59,c,1115720
7d,9c,9d,Qd,Jc,7s,Jh,7,1,29,k,744208
2d,8d,9d,Qd,Jc,7s,Jh,7,2,12,k,392853
Qs,Td,9d,Qd,Jc,7s,Jh,7,3,20,k,744401
9c,Td,7s,5s,8h,Ad,4h,7,1,1,b,361574
Ac,9s,7s,5s,8h,Ad,4h,7,6,6,c,398923
8d,9h,6h,5c,4d,Ks,3h,7,1,4,b,330619
Jh,Js,6h,5c,4d,Ks,3h,7,5,39,c,392980
Ac,4c,6h,5c,Td,2c,4d,7,5,6,k,377823
9s,8s,6h,5c,Td,2c,4d,7,6,12,k,244936
Jh,Tc,3c,4h,Th,9h,Kh,7,5,10,b,2191854
Qh,Kd,3c,4h,Th,9h,Kh,7,7,2,c,2194051
8h,As,Ah,4c,Ts,6h,7d,7,1,27,k,399092
Ad,Tc,Ah,4c,Ts,6h,7d,7,3,13,b,744723
8h,As,Ah,4c,Ts,6h,7d,7,1,27,c,399092
7s,Qd,Qh,Ts,Qc,Qs,8s,7,5,1,k,2599189
Kc,Kd,Qh,Ts,Qc,Qs,8s,7,7,0,b,2227899
7s,Qd,Qh,Ts,Qc,Qs,8s,7,5,1,r,2599189
Kc,Kd,Qh,Ts,Qc,Qs,8s,7,7,0,c,2227899
Kc,Kd,Qh,Ts,Qc,Qs,8s,7,7,0,A,2227899
9h,4h,9d,Ah,2c,8d,8c,6,1,352,k,743859
Jd,Qd,9d,Ah,2c,8d,8c,6,2,2119,k,386642
Ad,7d,3c,Td,6d,2c,Ks,7,1,20,k,368320
Th,Qd,3c,Td,6d,2c,Ks,7,6,31,k,390862
Qs,Th,6c,Jd,Kd,Tc,Ks,7,2,175,k,744559
Qd,Ts,6c,Jd,Kd,Tc,Ks,7,5,291,k,744559
Kh,Td,Js,Qh,Jd,2s,Th,7,4,291,k,744222
3c,Qd,Js,Qh,Jd,2s,Th,7,6,185,k,744401
Qs,9h,Tc,Kh,Th,Kd,3h,6,2,180,k,744559
Ad,7h,Tc,Kh,Th,Kd,3h,6,5,17,k,744561
Jd,Ad,Jh,5d,Tc,4h,Qc,3,1,152,k,393232
5s,6h,Jh,5d,Tc,4h,Qc,3,3,185,k,379699
6s,8h,3c,8s,Kc,Js,7d,2,1,271,k,386456
3h,Ad,3c,8s,Kc,Js,7d,2,2,224,k,375670
5s,4h,9h,As,Td,8h,Ks,3,1,967,k,368348
Kd,2d,9h,As,Td,8h,Ks,3,2,1701,k,397599
2s,2c,7d,4d,3h,9s,Jc,3,1,223,k,372910
Kd,6d,7d,4d,3h,9s,Jc,3,2,392,k,335196
5h,8d,7d,4d,3h,9s,Jc,3,3,273,k,273510
7d,9h,Qs,5d,Qc,3d,2h,4,1,889,k,394514
Kc,9c,Qs,5d,Qc,3d,2h,4,4,6891,k,395216
5d,7s,5c,5h,Kd,Ts,9h,4,2,237,k,1114537
Ah,2c,5c,5h,Kd,Ts,9h,4,4,165,k,380063
Qs,3c,9c,8c,4d,Kh,7c,4,1,1182,k,337407
2d,3d,9c,8c,4d,Kh,7c,4,2,961,k,330631
Th,Qd,Qc,7h,4h,Jh,5h,4,1,512,k,2131976
Jd,8d,Qc,7h,4h,Jh,5h,4,2,2756,k,392839
Jc,6c,Qc,7h,4h,Jh,5h,4,3,357,k,392825
Td,Ks,Jd,Th,9c,7c,7d,4,1,274,k,744014
Ad,Tc,Jd,Th,9c,7c,7d,4,2,220,k,744015
9c,Js,Th,Jd,8h,Ac,3h,4,1,150,k,393205
9h,Kc,Th,Jd,8h,Ac,3h,4,2,270,k,368531
4s,9c,6s,3d,Tc,3c,Ks,4,2,791,k,375460
Jh,9d,6s,3d,Tc,3c,Ks,4,3,638,k,375474
9h,Kd,6s,3d,Tc,3c,Ks,4,4,1138,k,744466
As,5s,4d,8c,6c,2d,3s,4,2,122,k,1485176
9d,Qc,4d,8c,6c,2d,3s,4,4,1172,k,302057
7h,Kh,6s,Qc,7s,4c,2h,4,2,417,k,384271
Ks,9s,6s,Qc,7s,4c,2h,4,3,339,k,337393
As,Td,Qs,2d,Tc,Qd,Kh,3,2,17,k,744392
Ks,Jc,Qs,2d,Tc,Qd,Kh,3,3,4,k,744584
Kc,7c,8d,Th,3c,7h,5h,3,1,364,k,384247
Qd,6s,8d,Th,3c,7h,5h,3,2,9182,k,304269
As,Kd,7h,Qs,4s,6h,2d,3,2,50,k,368658
7s,Ah,7h,Qs,4s,6h,2d,3,3,15,k,384440
Ah,5h,Qc,4d,Kc,2s,Jh,3,1,1149,k,368709
Js,3h,Qc,4d,Kc,2s,Jh,3,2,375,k,393057
3c,2c,8h,Kh,8s,Kc,6h,3,1,1176,k,744527
Qc,6s,8h,Kh,8s,Kc,6h,3,2,375,k,744533
Ad,Qh,Jh,9d,Ks,7d,3c,5,2,55,k,368713
Jc,Tc,Jh,9d,Ks,7d,3c,5,3,18,k,393036
6h,8h,Qc,4h,3s,Kd,6c,5,3,133,k,382076
Ad,7h,Qc,4h,3s,Kd,6c,5,5,97,k,368658
6s,4s,8h,5d,9s,9h,Qd,4,1,171,k,388444
As,Ts,8h,5d,9s,9h,Qd,4,3,124,k,388838
8h,9h,8s,Jd,8c,Kh,7c,4,1,74,k,1115045
4s,Kd,8s,Jd,8c,Kh,7c,4,2,161,k,744532
Ah,Jc,5h,9s,Ts,4c,Kh,5,1,43,k,368531
7h,9h,5h,9s,Ts,4c,Kh,5,3,6,k,388640
8c,9s,3s,3c,2s,4h,Tc,4,1,1565,k,374939
5h,7c,3s,3c,2s,4h,Tc,4,2,1172,k,374910
Jc,9s,5h,Qs,7d,3c,Kh,4,1,879,k,337758
4d,Tc,5h,Qs,7d,3c,Kh,4,2,386,k,337561
2c,2s,5h,Qs,7d,3c,Kh,4,4,1174,k,373287
8s,7s,9c,Js,7d,Kh,4c,4,1,55,k,384261
9d,Td,9c,Js,7d,Kh,4c,4,3,351,k,388656
7s,Td,Th,9c,Ts,4d,9s,4,1,7,b,2227869
Tc,Jh,Th,9c,Ts,4d,9s,4,4,10,r,2227869
7s,Td,Th,9c,Ts,4d,9s,4,1,7,r,2227869
Tc,Jh,Th,9c,Ts,4d,9s,4,4,10,c,2227869
7c,8h,9d,5h,8d,5c,Js,4,2,66,k,743648
9h,Qd,9d,5h,8d,5c,Js,4,3,559,k,743818
3d,3c,9d,5h,8d,5c,Js,4,4,419,k,743115
Th,6h,4h,9h,Jh,5c,5d,4,1,19,b,2132327
Tc,Jd,4h,9h,Jh,5c,5d,4,3,125,c,744154
Tc,7h,Td,3d,8h,4s,Js,5,1,470,k,390473
Qd,As,Td,3d,8h,4s,Js,5,2,350,k,366333
4d,6d,9c,7s,5s,Js,Jh,5,1,269,k,392318
Ts,9h,9c,7s,5s,Js,Jh,5,2,118,k,744206
Th,7c,9c,7s,5s,Js,Jh,5,5,362,k,744180
8s,3d,7c,Jd,2s,Qc,2d,5,2,161,k,373106
Kh,6h,7c,Jd,2s,Qc,2d,5,4,1343,k,373291
Qc,Ah,Qd,3h,3d,7c,Jc,4,1,19,k,744301
8s,3s,Qd,3h,3d,7c,Jc,4,2,334,b,1114187
Qc,Ah,Qd,3h,3d,7c,Jc,4,1,19,c,744301
4h,Kc,8d,8s,Js,Qh,9c,3,2,255,k,386473
2s,Ks,8d,8s,Js,Qh,9c,3,3,149,k,386473
Ac,7c,8c,Ts,4c,Kd,9s,4,1,102,k,368348
Th,Qc,8c,Ts,4c,Kd,9s,4,4,1101,k,390865
Kd,8d,Td,4c,Qd,Ts,8c,4,2,37,b,744027
Jd,Jh,Td,4c,Qd,Ts,8c,4,4,50,c,744221
Td,Th,Jd,7s,Kc,2c,2d,4,2,51,k,743949
9c,Jc,Jd,7s,Kc,2c,2d,4,4,36,k,744118
Qc,9d,9s,8d,Jh,5d,2c,4,3,15,k,388485
As,Js,9s,8d,Jh,5d,2c,4,4,119,k,393191
Qh,As,7c,Jd,6c,7s,5s,4,3,58,k,384445
Ac,Qc,7c,Jd,6c,7s,5s,4,4,27,k,384445
Ah,Ac,Kh,2d,2s,4c,Td,4,2,0,b,744625
Jh,Kc,Kh,2d,2s,4c,Td,4,4,2,c,744454
Th,4h,2d,3s,6s,5d,6d,4,1,2,k,1485176
4s,5s,2d,3s,6s,5d,6d,4,2,56,b,1485176
Th,4h,2d,3s,6s,5d,6d,4,1,2,c,1485176
As,6h,Jd,6s,9c,Kc,9d,4,2,18,k,743833
9h,9s,Jd,6s,9c,Kc,9d,4,3,403,b,2599153
As,6h,Jd,6s,9c,Kc,9d,4,2,18,c,743833
Tc,Ac,5s,6d,Ah,Jd,7c,4,3,46,k,399287
7d,8d,5s,6d,Ah,Jd,7c,4,4,38,k,384429
9c,7s,Th,8d,6d,4d,Qc,5,2,64,k,1485180
Qh,Jc,Th,8d,6d,4d,Qc,5,3,143,b,394894
9c,7s,Th,8d,6d,4d,Qc,5,2,64,r,1485180
Qh,Jc,Th,8d,6d,4d,Qc,5,3,143,c,394894
2h,Jh,8d,7h,9d,7d,Qs,4,2,358,k,384092
3d,4s,8d,7h,9d,7d,Qs,4,4,436,k,384065
Th,Ah,9s,6s,2s,Jd,Ks,5,1,1177,k,368531
4c,Qd,9s,6s,2s,Jd,Ks,5,2,377,k,337757
8d,5d,9s,6s,2s,Jd,Ks,5,5,6890,k,335209
Th,Qs,9h,Qh,7h,Qc,5c,3,1,21,b,1115680
8h,Jh,9h,Qh,7h,Qc,5c,3,2,28,c,2163114
5d,Qd,Qc,7d,3h,2s,Jh,3,1,41,k,394852
Qh,8d,Qc,7d,3h,2s,Jh,3,2,92,b,394867
5d,Qd,Qc,7d,3h,2s,Jh,3,1,41,c,394852
7s,8d,9s,2d,Kc,4h,9c,3,1,1146,k,388614
6s,Qs,9s,2d,Kc,4h,9c,3,2,1585,k,388665
Kd,6s,8d,5h,Ac,Ks,Qd,3,2,124,k,397624
Jh,Th,8d,5h,Ac,Ks,Qd,3,3,171,b,1485184
Kd,6s,8d,5h,Ac,Ks,Qd,3,2,124,c,397624
9h,8h,Kd,9d,8c,Th,7d,3,1,42,k,743858
6c,7c,Kd,9d,8c,Th,7d,3,3,18,k,1485180
5d,Ks,2h,5c,Tc,As,3c,4,2,41,k,380063
Td,Js,2h,5c,Tc,As,3c,4,3,92,k,391017
Qd,Js,9s,Qh,2h,Ts,2s,3,2,202,k,744285
Td,8h,9s,Qh,2h,Ts,2s,3,3,56,k,743948
Qc,Kc,Ah,3d,5c,Kh,Qs,3,1,56,b,744587
4c,2c,Ah,3d,5c,Kh,Qs,3,2,9,r,1485175
Qc,Kc,Ah,3d,5c,Kh,Qs,3,1,56,c,744587
4c,3c,4d,Js,6d,Ah,3d,2,1,1434,k,742949
Kc,Ts,4d,Js,6d,Ah,3d,2,2,69,k,368528
Kd,Td,Ts,Kh,8s,Ah,Ac,4,2,49,b,744765
Kc,4h,Ts,Kh,8s,Ah,Ac,4,4,40,c,744765
3s,Js,Qc,Kd,3h,Th,9c,4,1,341,k,1485183
8s,Ts,Qc,Kd,3h,Th,9c,4,3,279,k,390865
Tc,9s,Qd,Ks,Ad,8h,Th,4,1,697,k,391050
Kc,5d,Qd,Ks,Ad,8h,Th,4,2,1241,k,397626
3d,3h,Qd,Ks,Ad,8h,Th,4,3,855,k,375671
4c,Ks,Ad,Jc,3h,As,4s,5,2,620,k,744651
6s,8s,Ad,Jc,3h,As,4s,5,4,759,k,399260
9h,7h,Ad,Jc,3h,As,4s,5,5,6063,k,399274
Qs,9c,9d,Ks,3h,Jd,4h,5,1,310,k,388670
6d,6h,9d,Ks,3h,Jd,4h,5,4,3031,k,382064
5d,6d,3h,Qc,Kd,4h,8d,5,1,6820,k,337210
2c,9d,3h,Qc,Kd,4h,8d,5,2,581,k,337404
Ah,5d,8s,8c,6c,6h,Jc,4,1,709,k,743664
Jh,Qd,8s,8c,6c,6h,Jc,4,2,487,b,744195
Ah,5d,8s,8c,6c,6h,Jc,4,1,709,c,743664
7s,9s,8h,3h,Kc,Ad,3s,3,1,3030,k,375668
9c,Qd,8h,3h,Kc,Ad,3s,3,3,382,k,375671
9h,5h,6c,3h,Tc,2c,7h,4,1,106,k,244767
Qd,Ah,6c,3h,Tc,2c,7h,4,2,1651,k,366123
6c,7c,2c,Kc,Jh,4h,7h,4,2,148,k,384258
8c,8d,2c,Kc,Jh,4h,7h,4,4,13,k,386456
7c,9h,3c,Th,6h,6s,8s,5,1,20,b,1485180
6d,Ts,3c,Th,6h,6s,8s,5,2,309,c,2227818
Jh,7c,Ah,Ad,Qc,2s,Qs,6,1,1266,k,744753
Ts,Ks,Ah,Ad,Qc,2s,Qs,6,2,579,k,744755
Jd,9c,Ah,Ad,Qc,2s,Qs,6,4,1240,k,744753
Qc,2c,Kd,Qs,Qd,8s,Ad,9,1,9,b,1115736
Qh,Td,Kd,Qs,Qd,8s,Ad,9,5,4,c,1115736
Qc,9d,4s,Kh,Qd,Ks,Jd,9,1,54,k,744584
8d,Kd,4s,Kh,Qd,Ks,Jd,9,4,37,k,1115877
As,Ah,Ts,4s,6c,7s,9c,9,7,12,k,399105
Tc,Ac,Ts,4s,6c,7s,9c,9,9,1,k,390993
4h,2h,Td,Qh,4c,Kh,9h,8,7,2,b,2193815
Qc,Qd,Td,Qh,4c,Kh,9h,8,8,0,c,1115720
Qc,Qd,Td,Qh,4c,Kh,9h,8,8,0,A,1115720
Kd,Qs,9s,Ah,Td,Jd,9h,7,2,17,b,1485184
9d,7d,9s,Ah,Td,Jd,9h,7,5,9,c,1115227
8h,5h,8c,5c,2c,Kd,Ah,7,1,47,k,743651
2h,8s,8c,5c,2c,Kd,Ah,7,2,11,b,743612
8h,5h,8c,5c,2c,Kd,Ah,7,1,47,c,743651
5s,9s,3d,Js,Th,Jh,Qd,6,1,927,k,392867
Ac,7c,3d,Js,Th,Jh,Qd,6,5,407,k,393232
2c,Qs,9h,2h,Ah,Qh,As,6,1,278,k,744751
8h,7s,9h,2h,Ah,Qh,As,6,6,135,k,2222428
Qh,Kc,7h,2d,4d,Qs,7c,5,2,24,k,744352
3d,Td,7h,2d,4d,Qs,7c,5,5,6,b,384074
Qh,Kc,7h,2d,4d,Qs,7c,5,2,24,c,744352
8d,Jc,Ac,Jd,As,7d,4d,3,1,721,k,744737
Ts,Tc,Ac,Jd,As,7d,4d,3,2,182,b,744727
8d,Jc,Ac,Jd,As,7d,4d,3,1,721,c,744737
Ts,3s,5s,Kc,5d,6h,4c,3,2,18,b,379851
7c,7d,5s,Kc,5d,6h,4c,3,3,40,c,743481
Qh,9h,7d,Ac,2c,6c,2d,3,2,802,k,373458
3s,Ks,7d,Ac,2c,6c,2d,3,3,1443,k,373469
Kh,Qd,Ad,Qc,6h,4h,8s,3,2,123,k,395440
Kd,4s,Ad,Qc,6h,4h,8s,3,3,281,k,377868
3c,Jc,Ah,Qd,5d,2s,Ts,4,1,117,k,366330
8d,Js,Ah,Qd,5d,2s,Ts,4,2,407,k,366333
5h,6h,3c,Js,5c,8d,Qh,4,1,28,k,379697
Td,Tc,3c,Js,5c,8d,Qh,4,4,8,k,390682
2c,Kc,8c,5d,Ks,9h,2h,4,1,26,b,744452
7c,7s,8c,5d,Ks,9h,2h,4,4,11,c,384234
5d,5c,Kd,3d,6d,4c,4d,4,1,3,k,2179958
8d,8c,Kd,3d,6d,4c,4d,4,2,12,k,2184521
As,5s,8h,9s,7s,6h,9d,7,4,155,k,1485179
Jh,Qh,8h,9s,7s,6h,9d,7,7,9,k,388485
7h,Th,8c,7d,9s,Qh,4s,7,3,389,k,384079
7s,Js,8c,7d,9s,Qh,4s,7,5,88,k,384092
8c,Ah,Jh,5c,9h,Qh,2s,7,3,4,k,366320
9d,Ad,Jh,5c,9h,Qh,2s,7,6,16,k,388839
Jc,Kc,Jh,5c,9h,Qh,2s,7,7,26,k,393062
Js,Ad,9c,9s,Ks,Jh,7h,6,4,21,k,744210
As,5s,9c,9s,Ks,Jh,7h,6,6,52,k,388852
Jd,Ad,Ac,Js,Kc,Jh,9d,6,1,9,b,2227887
5d,Ah,Ac,Js,Kc,Jh,9d,6,5,2,c,744742
3c,Kc,8d,3s,8s,9s,Jc,5,4,130,b,743624
