@relation iswinning-final

@attribute 'Play Prior' numeric
@attribute 'Bet Prior' numeric
@attribute 'Fold Prior' numeric
@attribute 'Average Number Of Players' numeric
@attribute 'Beginning Chip Count Vs Table Average' numeric
@attribute 'Is Winning' {0,1}

@data
0.47826,0.05941,0.20792,7.663366,1.1709,0
0.54545,0.06796,0.19417,7.92233,0.0374,0
0.6087,0.18812,0.13861,7.386139,2.6789,1
0.3913,0.07,0.2,7.31,2.0522,1
0.52174,0.05882,0.18627,7.578431,1.5516,0
0.71429,0.06,0.15,7.09,0.1925,1
0.5,0.08738,0.15534,8.912621,0.0607,0
0.45455,0.07921,0.18812,6.475248,0.0463,1
0.77273,0.19,0.16,6.57,2.5417,0
0.80952,0.09804,0.12745,6.686275,1.5907,1
0.56522,0.08654,0.19231,6.663462,2.0028,0
0.68182,0.06,0.16,6.71,0.1925,0
0.68182,0.11765,0.16667,7,0.2077,0
0.77273,0.05769,0.15385,7,0.0725,0
0.71429,0.20588,0.15686,8,2.8499,1
0.80952,0.11881,0.13861,4.306931,0.9629,1
0.72727,0.07843,0.13725,8.215686,1.7224,0
0.30435,0.05,0.2,9.27,0.0308,1
0.59091,0.06,0.19,8.41,0.2395,1
0.5,0.0495,0.17822,8.39604,0.2125,0
0.30435,0.05,0.21,8.32,2.1925,0
0.9,0.05825,0.13592,9.359223,0.066,0
0.54545,0.06931,0.15842,9.752475,1.0439,1
0.5,0.06,0.18,9.67,0.3956,1
0.5,0.12871,0.18812,9.960396,2.1673,0
0.68182,0.06863,0.16667,9.960784,0.3482,1
0.33333,0.06863,0.20588,9.117647,2.9263,0
0.69565,0.07767,0.20388,9.951456,1.2865,0
0.63636,0.0495,0.16832,9.960396,0.1906,1
0.56522,0.06863,0.18627,10,0.1692,1
0.375,0.05825,0.23301,10,1.6066,0
0.95,0.05941,0.11881,10,0.035,0
0.40909,0.06,0.18,10,0.9543,1
0.63636,0.09,0.16,5.36,0.8506,1
0.5,0.06,0.19,10,0.3511,1
0.66667,0.03883,0.14563,10,0.3444,0
0.63158,0.04,0.14,10,0.1994,0
0.7619,0.07,0.16,10,1.3693,0
0.34783,0.05825,0.19417,10,3.5205,1
0.33333,0.06731,0.20192,9.923077,1.1318,0
0.56522,0.03922,0.17647,10,0.2297,1
0.90909,0.19048,0.12381,10,0.0047,0
0.25,0.04,0.23,10,1.8579,0
0.56522,0.14563,0.19417,9.737864,2.0254,1
0.73684,0.06,0.15,9.64,0.204,1
0.29167,0.04854,0.2233,9.533981,0.341,0
0.65217,0.05825,0.14563,9.407767,0.3322,1
0.54545,0.07921,0.15842,9.247525,3.0541,0
0.52174,0.05825,0.18447,9.330097,1.2221,0
0.47826,0.07,0.19,9.04,0.7581,0
0.56522,0.07692,0.18269,8.894231,0.2117,1
0.43478,0.06863,0.19608,8.627451,1.6419,1
0.72727,0.06796,0.13592,7.92233,0.2257,1
0.34783,0.0495,0.20792,8.039604,0.3612,1
0.68182,0.06931,0.13861,7.980198,0.384,1
0.59091,0.10784,0.17647,9.284314,5.0985,0
0.5,0.09,0.2,8.43,0.807,0
0.86957,0.1165,0.14563,8.291262,1.3093,1
0.16667,0.04,0.23,8.6,0.218,0
0.375,0.05769,0.20192,8.865385,1.5768,0
0.56522,0.1,0.18,10,0.1754,1
0.47619,0.07,0.16,9.59,0.0611,0
0.59091,0.04902,0.17647,9.754902,0.1904,1
0.47826,0.05882,0.18627,9.911765,0.3047,1
0.6087,0.0396,0.18812,9.960396,0.3212,0
0.58333,0.08824,0.19608,10,5.3838,1
0.68182,0.07,0.14,10,0.7463,1
0.56522,0.05882,0.20588,10,1.1457,1
0.5,0.05941,0.20792,10,0.1954,0
0.3913,0.07,0.22,10,0.164,1
0.33333,0.05825,0.21359,10,1.4859,1
0.25,0.03922,0.23529,10,0.0627,0
0.85714,0.03922,0.14706,10,0.1947,0
0.59091,0.06931,0.19802,9.861386,0.2505,0
0.45455,0.08911,0.20792,9.881188,5.3499,1
0.7619,0.04902,0.11765,10,0.2933,0
0.80952,0.08,0.17,9.86,1.1403,1
0.63636,0.04854,0.16505,9.854369,0.7423,1
0.45455,0.06,0.18,9.73,0.2253,1
0.43478,0.08824,0.17647,9.705882,0.1613,1
0.20833,0.03922,0.21569,9.705882,1.4637,1
0.47826,0.04,0.19,9.67,0.0596,0
0.6087,0.03922,0.20588,9.686275,0.1896,0
0.54545,0.06,0.15,9.49,0.7289,1
0.54167,0.07767,0.2233,9.543689,5.2245,0
0.81818,0.1,0.1,9.48,1.127,1
0.59091,0.0495,0.18812,9.564356,0.2802,0
0.69565,0.0495,0.17822,9.356436,0.2201,1
0.52174,0.06931,0.20792,8.782178,1.3629,0
0.68182,0.05941,0.13861,8.277228,0.1768,0
0.72727,0.09804,0.13725,7.019608,0.8942,0
0.52174,0.10577,0.17308,6.971154,0.588,0
0.63636,0.15534,0.18447,6.961165,3.9025,0
0.6087,0.08491,0.15094,6.783019,0.2255,1
0.63636,0.08911,0.17822,6.643564,0.1715,1
0.3913,0.1,0.2,6.17,0.975,0
0.68182,0.09615,0.15385,5.682692,0.4742,0
0.72727,0.17647,0.14706,5.637255,3.4072,0
0.59091,0.07692,0.15385,5.586538,0.191,1
0.68182,0.09615,0.19231,5.557692,0.1486,1
0.56522,0.10577,0.15385,5.336538,0.8976,1
0.72727,0.14,0.11,4.88,2.7756,1
0.77273,0.09901,0.15842,4.792079,0.153,0
0.47826,0.09709,0.18447,4.728155,0.1179,1
0.52174,0.12745,0.18627,4.735294,1.4447,1
0.80952,0.1068,0.15534,4.728155,0.1785,0
0.54545,0.07921,0.18812,5.465347,0.0497,1
0.59091,0.12871,0.15842,4.693069,0.14,0
0.65217,0.15534,0.14563,4.417476,2.3352,1
0.77273,0.08824,0.10784,7.460784,0.7443,0
0.85,0.18,0.16,2.46,0.0972,0
1,0.21359,0.04854,2,1.9192,0
1,0.22549,0.09804,2,0.0822,1
1,0.20388,0.1068,2,1.9172,0
1,0.19802,0.06931,2,0.0881,1
1,0.19417,0.04854,2,1.9155,0
1,0.21,0.1,2,0.0788,0
1,0.23,0.07,2,1.9211,1
1,0.19802,0.10891,2,0.0737,0
1,0.23762,0.0297,2,1.9363,1
1,0.20192,0.125,2,0.0637,0
1,0.2233,0.04854,2,1.9331,0
1,0.21154,0.125,2,0.0605,0
1,0.23762,0.0396,2,1.9497,1
1,0.2549,0.11765,2,0.0562,0
1,0.26214,0.02913,2,1.9509,1
1,0.22772,0.14851,2,0.048,0
1,0.21154,0.06731,2,1.9509,0
1,0.24038,0.08654,2,0.0497,1
1,0.21569,0.08824,2,1.9431,0
1,0.23,0.06,2,0.0534,1
1,0.24,0.09,2,1.9385,0
1,0.25743,0.08911,2,0.0611,1
1,0.22857,0.10476,2,1.9399,1
1,0.24038,0.10577,2,0.0608,0
1,0.21782,0.07921,2,1.9382,0
1,0.24752,0.08911,2,0.0618,1
1,0.23077,0.07692,2,1.9151,0
1,0.23,0.09,2,0.0923,1
1,0.21359,0.1068,2,1.9154,1
1,0.26471,0.07843,2,0.0822,0
1,0.24752,0.08911,2,1.918,1
1,0.2451,0.11765,2,0.0811,0
1,0.20792,0.10891,2,1.9193,1
1,0.25,0.09615,2,0.0812,1
1,0.24,0.09,2,1.9197,1
1,0.25243,0.04854,2,0.0832,1
1,0.27885,0.07692,2,1.9107,0
1,0.21569,0.14706,2,0.0885,1
0.85714,0.15686,0.10784,3.568627,0.3428,1
1,0.2233,0.02913,2,1.3696,1
1,0.19,0.09,2,0.8854,1
0.78261,0.14563,0.12621,4.941748,1.375,1
1,0.2,0.05,2.26,1.1107,1
0.95,0.16832,0.11881,2.39604,0.8695,0
0.52174,0.07843,0.18627,6.107843,3.4012,0
0.81818,0.15385,0.14423,3.759615,0.4147,0
0.66667,0.10784,0.13725,3.960784,0.3706,1
0.72727,0.14423,0.13462,4.096154,0.2137,0
0.81818,0.14563,0.14563,4.621359,2.2799,1
0.72727,0.13333,0.1619,4.380952,1.6835,1
0.7619,0.12621,0.1068,4.23301,0.187,1
0.63636,0.12871,0.18812,4.50495,0.1415,1
0.69565,0.10784,0.15686,5.254902,0.4448,0
0.7619,0.11881,0.14851,5.19802,2.4785,1
0.7619,0.12621,0.14563,5.291262,1.8794,1
0.65217,0.07767,0.15534,5.330097,0.6936,0
0.8,0.08911,0.13861,6,0.2399,0
0.5,0.07,0.2,7.01,0.1979,0
0.45455,0.06931,0.20792,7.148515,0.5897,0
0.68182,0.07921,0.16832,7.207921,0.1515,0
0.47826,0.07843,0.16667,7.911765,0.0257,0
0.63636,0.07767,0.17476,8.097087,3.4579,1
0.52174,0.06863,0.18627,8.421569,2.6442,1
0.77273,0.05825,0.19417,9.126214,0.1863,0
0.5,0.0495,0.19802,9.108911,0.3413,0
0.54545,0.05882,0.17647,9.098039,0.3376,0
0.52174,0.14706,0.16667,8.970588,2.0218,0
0.59091,0.0396,0.18812,8.891089,0.2649,0
0.3913,0.06931,0.19802,8.485149,0.7865,0
0.3913,0.05882,0.20588,8.784314,0.2187,1
0.5,0.07692,0.16346,8.451923,3.6328,1
0.61905,0.04,0.19,8.36,0.2239,0
0.61905,0.0495,0.19802,8.336634,0.4037,0
0.65217,0.18447,0.15534,8.31068,2.3572,1
0.6087,0.07692,0.17308,8.298077,0.5708,1
0.63636,0.06931,0.17822,8.29703,0.2976,1
0.43478,0.07767,0.20388,8.262136,0.6791,0
0.52174,0.06931,0.18812,8.049505,0.2303,1
0.52174,0.07843,0.20588,7.186275,3.2237,0
0.66667,0.05941,0.18812,7.079208,0.1822,0
0.82609,0.23301,0.13592,6.708738,2.0792,1
0.3913,0.05941,0.21782,6.445545,0.2508,0
0.63636,0.09901,0.14851,6.336634,0.5679,0
0.8,0.06,0.17,6.49,0.1774,0
0.43478,0.06796,0.19417,7.417476,0.0211,0
0.5,0.06796,0.20388,6.572816,3.1605,0
0.54167,0.15238,0.1619,6.714286,2.0544,1
0.73913,0.06731,0.16346,7.153846,0.5062,1
0.52174,0.07767,0.20388,6.631068,0.262,0
0.56522,0.08824,0.16667,6.598039,0.5958,0
0.56522,0.07843,0.17647,6.392157,0.198,0
0.65217,0.09524,0.15238,6.371429,0.0259,1
0.65217,0.08738,0.16505,6.126214,3.7995,1
0.90909,0.06796,0.1165,6,0.6562,0
0.77273,0.07921,0.16832,5.960396,0.3294,0
0.6087,0.08824,0.16667,6,0.738,0
0.80952,0.06931,0.14851,5.564356,0.2,0
0.75,0.14563,0.1068,4.339806,2.8209,1
0.85,0.15686,0.10784,3.392157,0.3679,0
1,0.22772,0.13861,2,1.7248,0
1,0.24752,0.0396,2,0.2774,1
1,0.22549,0.08824,2,1.7224,0
1,0.23,0.08,2,0.2777,1
1,0.24752,0.13861,2,1.7211,0
1,0.22857,0.05714,2,0.2787,1
0.95,0.23077,0.125,2.144231,1.8063,0
0.95238,0.20388,0.08738,2.61165,0.3072,1
0.90476,0.15238,0.09524,3.895238,0.0394,1
0.7619,0.1165,0.14563,4.718447,0.2179,0
0.85714,0.13462,0.15385,4.182692,2.4329,1
0.7619,0.10891,0.15842,4.386139,0.3779,0
0.68182,0.1068,0.16505,5.553398,3.0238,1
0.95,0.21569,0.06863,4.333333,0.0382,1
0.61905,0.1068,0.18447,4.339806,0.1821,0
0.86364,0.10577,0.10577,4.096154,0.3272,1
0.71429,0.11,0.17,4.54,0.4133,0
0.72727,0.1165,0.15534,5.145631,0.0733,1
0.71429,0.12,0.19,4.69,3.8853,0
0.7619,0.11765,0.17647,3.892157,0.2256,0
0.94737,0.16667,0.12745,3.117647,0.3117,0
0.95,0.23,0.09,2.42,1.7549,1
1,0.24,0.05,2,0.2645,1
1,0.20792,0.10891,2,1.7355,1
1,0.24,0.04,2,0.2642,0
1,0.20792,0.13861,2,1.7358,1
1,0.25743,0.0396,2,0.2647,1
1,0.23,0.14,2,1.7354,0
1,0.24752,0.05941,2,0.2681,1
1,0.2,0.11,2,1.7317,0
1,0.24752,0.05941,2,0.2689,1
1,0.23077,0.13462,2,1.7318,1
1,0.19608,0.05882,2.22549,0.418,0
0.95238,0.18269,0.05769,2.576923,0.7149,1
1,0.2,0.05,2,0.8225,0
1,0.20792,0,2,1.1774,1
0.95455,0.15534,0.07767,2.757282,1.0152,1
0.72727,0.16822,0.1215,2.859813,1.5041,1
0.80952,0.14851,0.07921,3,0.4029,1
0.95238,0.14,0.12,3.05,0.7496,0
0.85714,0.13592,0.15534,3.145631,0.6575,1
0.68182,0.14851,0.11881,4.683168,3.0281,1
0.95455,0.16505,0.03883,3.281553,0.1131,0
0.7619,0.10784,0.13725,4,0.107,0
0.72727,0.14,0.1,4,0.1532,1
0.82609,0.11429,0.12381,4,3.7008,1
0.7619,0.13462,0.15385,3.75,0.0619,1
0.77273,0.10891,0.13861,4.039604,0.0399,0
0.7619,0.11538,0.14423,4.163462,0.2524,1
0.66667,0.13725,0.15686,4.127451,0.4891,1
0.81818,0.11765,0.07843,4.137255,0.2062,1
0.86364,0.14563,0.15534,4.23301,0.2891,0
0.3913,0.09615,0.19231,5.942308,0.0168,1
0.77273,0.09709,0.14563,4.699029,1.4339,0
0.6087,0.10784,0.14706,4.941176,1.9019,0
0.68182,0.1,0.14,5.24,0.4367,0
0.68182,0.08571,0.14286,5.27619,0.5872,1
0.43478,0.09709,0.18447,7.786408,1.1322,0
0.6087,0.1165,0.16505,5.563107,0.0933,0
0.59091,0.05941,0.19802,6.366337,0.6158,1
0.47826,0.04902,0.19608,9.470588,0.3369,0
0.45455,0.05882,0.20588,6.901961,0.5601,0
0.86364,0.14851,0.10891,4.782178,3.271,1
0.47826,0.10891,0.19802,6.168317,3.547,1
0.69565,0.06863,0.17647,7.421569,0.1017,0
0.63636,0.06,0.16,7.45,0.181,1
0.5,0.07,0.18,8.04,0.8825,0
0.47826,0.08911,0.18812,8.09901,0.0138,0
0.56522,0.05882,0.19608,8.323529,0.1597,0
0.45833,0.05825,0.20388,8.291262,0.2852,1
0.5,0.06863,0.19608,8.068627,3.897,1
0.52174,0.05714,0.1619,8.247619,0.1958,0
0.45833,0.07692,0.21154,7.961538,2.6529,1
0.52174,0.09804,0.19608,7.558824,0.5507,1
0.71429,0.12,0.13,7.25,0.4841,1
0.72727,0.05941,0.17822,7.29703,0.1292,0
0.43478,0.05941,0.18812,7.346535,0.2364,1
0.6087,0.08571,0.18095,7.352381,3.1842,0
0.95,0.17822,0.11881,5.405941,0.3755,0
0.54545,0.06931,0.21782,7.346535,0.1544,0
0.47826,0.08824,0.17647,7.431373,2.1564,0
0.54545,0.07843,0.18627,7.686275,0.4689,1
0.63636,0.0495,0.18812,8,0.1095,1
0.5,0.06931,0.16832,8,2.0078,0
0.54545,0.08,0.17,8,0.2027,0
0.6087,0.08654,0.18269,8,2.8351,0
0.47826,0.05,0.2,8,0.2949,0
0.34783,0.06,0.2,8,0.1386,0
0.43478,0.09804,0.18627,8,1.9644,0
0.61905,0.07,0.16,7.89,0.4408,1
0.29167,0.05825,0.2233,7.747573,0.116,0
0.61905,0.07843,0.16667,7.921569,0.1059,0
0.47619,0.06,0.2,7.9,1.9927,0
0.72727,0.09709,0.15534,7.92233,0.2031,1
0.56522,0.08824,0.16667,7.921569,2.8323,1
0.65217,0.07843,0.14706,7.960784,0.2979,1
0.45455,0.09804,0.19608,7.911765,1.9543,0
0.47826,0.05769,0.20192,8,0.452,1
0.47826,0.06931,0.19802,8,0.0638,1
0.63636,0.05941,0.18812,8,0.1097,1
0.6087,0.07,0.19,8,2.0266,0
0.30435,0.06931,0.19802,8,0.2079,1
0.68182,0.07,0.16,8,2.8654,1
0.73913,0.06863,0.15686,8,0.2993,0
0.375,0.06731,0.21154,8,1.9763,0
0.56522,0.05825,0.19417,8,0.4527,1
0.54167,0.09709,0.15534,8,0.0627,0
0.63636,0.05,0.19,8,0.1117,1
0.43478,0.04854,0.19417,8,2.0259,0
0.43478,0.06931,0.17822,7.811881,0.2047,1
0.73913,0.11429,0.17143,7.580952,2.7139,0
0.73913,0.07692,0.15385,7.355769,0.2791,1
0.6087,0.07767,0.12621,6.68932,0.3305,1
0.43478,0.06931,0.19802,7.306931,1.8187,1
0.36364,0.07921,0.19802,6.425743,0.0565,0
0.54545,0.08,0.18,6.03,1.861,0
0.68182,0.08738,0.16505,5.427184,0.3384,1
0.56522,0.13462,0.13462,5.471154,0.1079,0
0.47826,0.10784,0.20588,5.480392,2.2328,0
0.52174,0.08738,0.20388,5.805825,0.08,1
0.63636,0.10784,0.18627,6.029412,2.6788,0
0.7,0.1068,0.12621,6.650485,0.0268,1
0.61905,0.09709,0.15534,6.252427,0.0285,1
0.56522,0.07767,0.17476,6.543689,0.0338,1
0.81818,0.05714,0.13333,7.4,0.4635,0
0.52174,0.10784,0.16667,7.372549,0.1354,0
0.30435,0.06931,0.22772,7.455446,2.9288,0
0.3913,0.06931,0.21782,7.792079,0.0849,0
0.43478,0.08911,0.19802,7.70297,2.8286,1
0.52174,0.14851,0.15842,7.366337,1.8528,1
0.47619,0.06863,0.17647,7.470588,0.0001,0
0.43478,0.05825,0.20388,7.68932,0.0146,0
0.59091,0.07767,0.17476,7.009709,0.1377,1
0.43478,0.10577,0.18269,6.961538,2.4351,1
0.61905,0.11,0.15,6.59,0.0719,1
0.59091,0.08911,0.17822,6.425743,2.2892,0
0.61905,0.18,0.16,6.29,1.5565,1
0.54545,0.09804,0.15686,5.019608,0.2587,1
0.66667,0.13861,0.14851,3.613861,1.7705,1
0.80952,0.23529,0.11765,3.54902,1.2498,0
0.6087,0.12621,0.16505,5.213592,0.0242,1
0.68182,0.13725,0.15686,3.862745,0.2844,1
0.75,0.14851,0.13861,3.693069,1.9753,0
0.7619,0.22772,0.12871,3.564356,1.3162,0
0.85,0.13861,0.11881,3.049505,0.2291,1
0.80952,0.16,0.13,3,1.639,0
0.86364,0.25962,0.10577,3,1.1335,0
0.85714,0.14563,0.12621,3,0.2273,1
0.85714,0.18447,0.13592,2.815534,1.6702,1
0.95,0.25,0.06,2.2,0.2392,1
1,0.25,0.11538,2,1.7571,0
0.95,0.19802,0.07921,2.455446,0.2722,1
0.56522,0.14706,0.15686,5.166667,0.2132,0
0.85714,0.17,0.16,3.34,2.4902,0
0.81818,0.11429,0.14286,3.87619,0.299,1
0.65,0.10784,0.13725,4,0.4167,0
0.81818,0.17647,0.09804,4,0.2379,1
0.66667,0.12621,0.14563,4,3.048,1
0.54545,0.09901,0.19802,4,0.2967,0
0.68182,0.1068,0.12621,4,0.4189,1
0.81818,0.14851,0.08911,4,0.2409,1
0.7619,0.14851,0.17822,4,3.05,1
0.65,0.09804,0.15686,4,0.3014,1
0.80952,0.12871,0.10891,4,0.4171,0
0.71429,0.18812,0.11881,4,0.2361,0
0.81818,0.15238,0.14286,4,3.0486,0
0.72727,0.1165,0.17476,4.087379,0.2932,0
0.85714,0.15,0.11,3.79,0.2131,1
0.7619,0.12871,0.17822,3.613861,2.5989,0
0.72727,0.14563,0.14563,3.184466,0.2487,1
0.63636,0.12871,0.15842,4.990099,2.2022,1
0.95238,0.20388,0.05825,2.543689,0.1645,0
1,0.22857,0.07619,2,1.8769,1
1,0.23301,0.1068,2,0.1215,0
0.95238,0.20792,0.10891,2.19802,1.8794,0
0.69565,0.08654,0.16346,4.673077,1.3813,0
0.82609,0.1619,0.13333,3.752381,0.1334,0
0.63636,0.13725,0.09804,4,0.0563,1
0.65217,0.09901,0.14851,5.386139,0.1048,1
0.59091,0.07921,0.18812,5.366337,2.4269,0
0.7619,0.12621,0.1165,6.601942,0.3408,1
0.59091,0.07843,0.21569,5.588235,2.7138,0
0.45455,0.06931,0.18812,7.990099,0.3751,0
0.47826,0.08654,0.17308,5.576923,0.0802,1
0.85,0.1165,0.09709,5.339806,0.1045,0
0.86364,0.10891,0.08911,5,0.5047,0
0.63636,0.09901,0.16832,5,3.9176,1
0.61905,0.14,0.17,5,0.1056,1
0.69565,0.09804,0.19608,5,0.339,0
0.63636,0.1068,0.17476,5,0.1395,1
0.95238,0.12,0.07,5,0.488,0
0.54545,0.09804,0.18627,5,3.8962,0
0.52381,0.10784,0.14706,5,0.1173,1
0.5,0.1,0.2,5,0.337,0
0.68182,0.1165,0.12621,5,0.1409,1
0.33333,0.07692,0.21154,8.576923,0.0367,1
0.86364,0.09434,0.11321,5.122642,0.4852,0
0.54545,0.1,0.18,5.14,3.985,1
0.45455,0.09901,0.19802,5.138614,0.1179,0
0.52174,0.08654,0.17308,9.432692,0.0469,1
0.52174,0.1068,0.18447,5.213592,0.3922,1
0.68182,0.09,0.14,5.53,0.1721,1
0.86364,0.10891,0.12871,6.386139,0.448,1
0.52174,0.06863,0.20588,6.862745,2.9235,0
0.45,0.08,0.15,7.14,0.0493,0
0.61905,0.08,0.13,7.36,0.057,1
0.34783,0.06,0.2,7.31,0.2613,0
0.40909,0.0495,0.19802,7.247525,0.0587,0
0.54545,0.09,0.18,7.45,0.013,0
0.54545,0.08824,0.18627,6.764706,0.252,1
0.52174,0.12621,0.15534,6.961165,0.0493,1
0.29167,0.07692,0.21154,6.903846,2.597,1
0.33333,0.06863,0.22549,6.784314,0.22,0
0.68182,0.1,0.16,6.85,0.224,1
0.80952,0.1,0.18,6.43,3.3943,0
0.52174,0.08,0.18,7.16,0.028,0
0.52174,0.08824,0.18627,7.215686,1.581,1
0.47826,0.09804,0.15686,7.401961,0.5735,0
0.43478,0.06931,0.21782,7.247525,0.1485,0
0.56522,0.05825,0.18447,7.252427,0.218,0
0.56522,0.10784,0.18627,7.176471,4.3774,1
0.69565,0.06667,0.18095,7.038095,0.4501,0
0.5,0.07692,0.17308,7.173077,0.0257,0
0.59091,0.06796,0.16505,7.427184,0.4425,0
0.43478,0.06863,0.21569,7.264706,1.4886,0
0.69565,0.08738,0.14563,7.349515,0.5533,1
0.30435,0.06,0.23,7.48,0.143,0
0.80952,0.1,0.18,7.53,4.2811,0
0.68182,0.06796,0.14563,7.485437,0.0626,1
0.86957,0.08824,0.12745,8.127451,0.4842,1
0.45455,0.07,0.2,8.13,0.0207,0
0.47826,0.09709,0.18447,8.15534,0.7061,0
0.3913,0.06931,0.19802,8.277228,1.6011,0
0.68182,0.06796,0.20388,8.339806,0.5948,0
0.72727,0.09709,0.17476,8.427184,4.612,1
0.29167,0.04808,0.21154,8.509615,0.1542,0
0.65217,0.0495,0.18812,8.663366,0.1717,0
0.81818,0.23077,0.11538,5.576923,1.3612,0
0.43478,0.07921,0.18812,9.277228,0.0293,1
0.43478,0.05882,0.21569,9.313725,0.6898,0
0.66667,0.07,0.15,9.17,0.4779,0
0.56522,0.06731,0.18269,7.615385,0.0932,0
0.6087,0.04902,0.17647,9.431373,0.5592,1
0.33333,0.0495,0.19802,9.415842,1.5243,1
0.65217,0.06931,0.18812,9.574257,4.2323,0
0.61905,0.0396,0.17822,9.623762,0.1594,0
0.43478,0.04902,0.19608,9.627451,0.1392,0
0.66667,0.17,0.14,9.58,1.9972,0
0.71429,0.07921,0.15842,9.623762,0.4744,1
0.45455,0.05,0.21,9.64,0.0195,0
0.375,0.05882,0.20588,9.666667,0.6668,1
0.77273,0.10784,0.17647,9.627451,0.5217,0
0.33333,0.07843,0.21569,9.666667,1.3968,1
0.63636,0.07692,0.16346,9.653846,3.9123,1
0.59091,0.07,0.18,9.54,0.1476,1
0.26087,0.04,0.22,9.52,0.1196,0
0.3913,0.07767,0.21359,7.203883,2.0028,1
0.56522,0.13861,0.17822,9.623762,1.8834,1
0.85714,0.04902,0.17647,9.598039,0.4348,0
0.47826,0.08911,0.17822,6.653465,0.0285,0
0.43478,0.05714,0.19048,9.666667,0.6631,1
0.65,0.04,0.15,10,0.0895,1
0.47826,0.07,0.18,9.64,0.5577,1
0.29167,0.0396,0.22772,9.663366,1.5246,0
0.52381,0.03922,0.17647,9.705882,0.1801,0
0.43478,0.05882,0.20588,9.745098,0.1463,0
0.25,0.05882,0.23529,9.95098,3.3709,0
0.7,0.06,0.15,10,0.5707,1
0.875,0.23529,0.08824,10,2.3704,0
0.54545,0.04808,0.18269,10,0.0403,1
0.45455,0.0495,0.20792,10,0.0901,0
0.20833,0.04902,0.23529,10,0.7997,0
0.16667,0.04,0.24,10,0.6633,0
0.71429,0.03883,0.16505,10,0.1893,0
0.33333,0.06731,0.22115,10,1.7355,0
0.41667,0.05714,0.19048,10,0.1622,1
0.20833,0.03922,0.23529,10,3.3878,0
0.7619,0.04854,0.16505,10,0.5732,1
0.68182,0.17822,0.14851,10,2.368,0
0.52174,0.05882,0.16667,10,0.0488,1
0.34783,0.05941,0.18812,7.762376,0.2123,1
0.59091,0.11765,0.12745,9.862745,1.3479,1
0.68182,0.03922,0.18627,9.901961,0.1829,0
0.66667,0.06,0.17,8.97,0.3907,0
0.3913,0.05941,0.20792,9.831683,1.7802,0
0.54545,0.03883,0.17476,9.15534,0.3178,1
0.25,0.04902,0.20588,9.656863,0.185,1
0.65217,0.04854,0.16505,9.485437,0.6498,0
0.54167,0.17143,0.19048,9.285714,2.0445,0
0.5,0.06796,0.19417,9.116505,0.3116,0
0.57143,0.04,0.17,9.09,0.2426,0
0.33333,0.05,0.18,9.08,1.8233,1
0.52174,0.05825,0.19417,9,0.5264,0
0.52381,0.06931,0.14851,9,0.2357,1
0.33333,0.04854,0.23301,9,2.4051,0
0.34783,0.05941,0.21782,9.118812,0.2397,1
0.72727,0.05769,0.16346,9.269231,0.7968,1
0.63636,0.10784,0.14706,10,1.6308,0
0.5,0.12871,0.18812,9.534653,2.3079,0
0.77273,0.05714,0.17143,9.695238,0.2457,0
0.43478,0.05882,0.16667,9.715686,0.3553,1
0.54545,0.05941,0.18812,9.792079,1.8666,0
0.68182,0.0495,0.14851,9.920792,0.5256,1
0.45455,0.04854,0.18447,9.92233,0.222,0
0.47826,0.05,0.2,10,2.3927,0
0.29167,0.03883,0.2233,10,0.2382,0
0.72727,0.03922,0.18627,10,0.7997,0
0.3913,0.11,0.18,9.7,2.5801,1
0.63636,0.10784,0.18627,6.029412,0.1379,0
0.63636,0.03922,0.18627,9.617647,0.2722,0
0.3913,0.07,0.18,9.57,0.417,1
0.59091,0.05941,0.16832,9.386139,0.5805,0
0.5,0.05,0.17,9.42,0.2498,0
0.30435,0.0396,0.21782,9.257426,2.8947,0
0.3913,0.06931,0.20792,8.940594,0.2681,0
0.68182,0.05714,0.17143,8.257143,0.3051,1
0.73913,0.19802,0.12871,8.376238,2.9377,0
0.43478,0.07,0.22,8.25,0.0869,1
0.43478,0.06796,0.21359,8.126214,0.5184,1
0.61905,0.06796,0.17476,7.980583,0.2396,0
0.47826,0.06863,0.18627,7.843137,2.8768,0
0.45833,0.07767,0.19417,9.145631,0.9514,1
0.3913,0.06931,0.20792,7.831683,0.2532,0
0.63636,0.04854,0.16505,7.728155,0.2747,0
0.52174,0.16667,0.15686,7.686275,2.6543,0
0.59091,0.08,0.21,7.73,0.075,0
0.5,0.06,0.2,7.65,0.2207,1
0.3913,0.07767,0.21359,6.776699,2.7535,0
0.52174,0.08824,0.16667,6.392157,1.2649,1
0.63636,0.10784,0.17647,6.127451,0.2609,1
0.80952,0.17,0.1,3.94,0.0902,0
1,0.27451,0.08824,2.04902,1.9072,1
1,0.25,0.08654,2,0.1143,1
1,0.26471,0.07843,2,1.8867,0
1,0.24,0.12,2,0.0819,0
0.81818,0.17822,0.10891,5.178218,1.1586,1
0.66667,0.11881,0.14851,5.851485,0.2445,0
0.80952,0.15,0.14,3.06,1.2313,0
0.5,0.1,0.21,4,1.7007,1
0.81818,0.14423,0.10577,4,0.8293,1
0.72727,0.13861,0.14851,4,1.0567,1
0.69565,0.11538,0.15385,4,0.1823,1
0.77273,0.1165,0.17476,4,1.9326,1
0.80952,0.11,0.12,8.45,0.8333,1
0.81818,0.13,0.11,4.35,0.8677,0
