@relation iswinning-final

@attribute 'Play Prior' numeric
@attribute 'Bet Prior' numeric
@attribute 'Fold Prior' numeric
@attribute 'Average Number Of Players' numeric
@attribute 'Beginning Chip Count Vs Table Average' numeric
@attribute 'Is Winning' {0,1}

@data
0.47826,0.0396,0.20792,9.960396,2.193,0
0.54545,0.06,0.18,9.96,1.6477,1
0.6087,0.09615,0.16346,9.692308,0.6731,1
0.58333,0.03883,0.18447,9.961165,0.3932,0
0.54167,0.05825,0.17476,9.951456,0.0991,0
0.3913,0.06931,0.20792,10,0.4095,1
0.5,0.04854,0.20388,10,0.1784,0
0.20833,0.0495,0.22772,10,2.458,1
0.61905,0.0396,0.17822,10,0.0864,0
0.47826,0.06863,0.18627,10,0.2528,1
0.59091,0.07,0.18,10,1.9006,0
0.43478,0.05,0.23,10,1.3784,0
0.72727,0.04808,0.16346,10,0.3121,1
0.54545,0.04,0.21,10,1.0325,0
0.45455,0.06,0.2,10,2.9687,1
0.77273,0.04902,0.16667,10,0.1114,1
0.34783,0.04,0.2,10,0.2538,0
0.65217,0.08738,0.17476,10,0.0672,1
0.3913,0.08,0.2,10,1.7346,0
0.59091,0.04902,0.18627,10,1.4716,1
0.56522,0.05769,0.19231,10,0.2066,1
0.7619,0.07,0.17,10,1.1,0
0.71429,0.09901,0.17822,7.782178,3.4232,1
0.63636,0.06,0.18,10,0.2524,0
0.33333,0.06863,0.20588,10,0.8659,0
0.63636,0.14706,0.15686,3.54902,1.0198,0
0.30435,0.04,0.2,10,0.2631,1
0.59091,0.03922,0.19608,9.911765,0.0692,0
0.3913,0.09804,0.20588,9.843137,1.7375,1
0.54545,0.06931,0.20792,9.752475,1.2516,0
0.68182,0.07,0.16,9.87,6.9603,1
0.63636,0.06,0.18,9.7,2.304,0
0.68182,0.03922,0.17647,9.72549,0.1477,1
0.61905,0.06,0.17,10,0.0455,1
0.47826,0.04854,0.17476,9.728155,0.06,0
0.375,0.08738,0.19417,9.737864,0.4101,1
0.375,0.08738,0.21359,9.757282,0.0799,1
0.7619,0.05,0.16,9.82,0.0147,0
0.375,0.07767,0.17476,9.912621,0.4415,0
0.26087,0.05941,0.21782,10,7.757,0
0.41667,0.05825,0.20388,9.961165,0.3839,1
0.5,0.0495,0.18812,9.90099,0.9737,1
0.5,0.04,0.19,9.84,0.0659,1
0.52174,0.04854,0.18447,9.572816,0.027,0
0.69565,0.1165,0.15534,6.436893,0.1971,1
0.77273,0.06731,0.16346,8.865385,0.0125,1
0.33333,0.04808,0.21154,8.923077,0.0599,0
0.59091,0.09804,0.16667,8.862745,0.3435,0
0.52174,0.04,0.19,8.94,6.9924,1
0.25,0.05825,0.23301,8.970874,0.4025,0
0.65217,0.05941,0.16832,9.019802,0.8962,1
0.59091,0.07767,0.18447,9.029126,0.0584,0
0.52174,0.07767,0.17476,9.378641,0.0267,0
0.47826,0.04902,0.19608,10,0.1156,1
0.375,0.0495,0.19802,10,0.0163,1
0.72727,0.06796,0.17476,10,0.0278,1
0.5,0.07,0.18,10,0.0345,0
0.81818,0.08654,0.14423,10,7.824,0
0.6087,0.07843,0.16667,10,0.4186,1
0.5,0.04,0.2,10,0.0661,1
0.29167,0.05769,0.21154,10,0.4432,0
0.6087,0.05825,0.15534,10,0.9883,1
0.66667,0.14706,0.12745,8.058824,2.0461,0
0.56522,0.05825,0.19417,10,0.0956,0
0.43478,0.05941,0.20792,10,0.0166,1
0.63636,0.0396,0.17822,10,0.0235,1
0.375,0.05825,0.19417,10,0.0252,0
0.52381,0.05,0.16,10,0.3264,1
0.5,0.03922,0.19608,10,0.048,0
0.61905,0.04,0.17,10,0.755,0
0.43478,0.04808,0.20192,10,5.9618,0
0.16667,0.04,0.24,10,0.3399,0
0.59091,0.14851,0.16832,10,2.4736,0
0.59091,0.08,0.17,10,0.0863,1
0.85714,0.06931,0.15842,10,0.0416,1
0.3913,0.06796,0.20388,10,0.0232,1
0.43478,0.07767,0.16505,10,0.0042,0
0.43478,0.04902,0.18627,10,0.318,0
0.36364,0.04,0.21,10,0.0464,0
0.40909,0.03883,0.18447,10,0.7412,0
0.65217,0.05714,0.1619,10,5.9056,0
0.72727,0.03846,0.18269,8.865385,0.0782,0
0.90909,0.04808,0.15385,9.346154,0.0818,1
0.43478,0.04902,0.19608,9.22549,0.054,1
0.54545,0.06931,0.16832,9.069307,0.0092,0
0.71429,0.07,0.17,9.04,2.6901,1
0.68182,0.06931,0.17822,9.039604,0.1835,1
0.54545,0.07921,0.16832,8.861386,2.4751,0
0.56522,0.06796,0.16505,8.834951,0.3166,1
0.375,0.0396,0.21782,9.574257,5.252,1
0.43478,0.04,0.19,9.8,0.15,0
0.77273,0.05825,0.17476,9.262136,0.1579,1
0.375,0.05825,0.20388,9.291262,0.048,1
0.5,0.05825,0.19417,9.407767,0.1369,1
0.20833,0.04808,0.22115,9.557692,0.0218,0
0.5,0.08,0.17,9.58,2.3409,1
0.52174,0.04902,0.16667,9.803922,0.247,1
0.45833,0.05769,0.19231,9.788462,1.8376,0
0.375,0.03883,0.20388,9.92233,4.8182,0
0.54167,0.04854,0.17476,10,0.0563,0
0.52174,0.03883,0.19417,10,0.1019,0
0.16667,0.04,0.23,10,0.0272,0
0.45455,0.05,0.18,10,0.0165,0
0.375,0.04854,0.2233,10,0.0105,0
0.47826,0.04902,0.19608,10,1.073,0
0.72727,0.06931,0.14851,10,0.0915,0
0.3913,0.06,0.2,10,0.7229,1
0.47826,0.05941,0.17822,10,6.6813,1
0.52174,0.06,0.16,10,1.6499,0
0.95238,0.0396,0.13861,9.940594,0.0483,0
0.16667,0.0396,0.22772,9.564356,0.0147,0
0.26087,0.0495,0.22772,9.455446,0.43,0
0.5,0.03883,0.17476,8.621359,0.0758,1
0.47826,0.0495,0.18812,8.514851,0.5755,1
0.57143,0.0396,0.11881,9.960396,0.0291,1
0.66667,0.05882,0.13725,8.441176,5.8441,1
0.25,0.04854,0.21359,8.349515,1.4451,0
0.52174,0.10891,0.15842,8.336634,0.0119,1
0.90476,0.07,0.14,8.22,0.0394,0
0.25,0.05825,0.23301,8.262136,0.0115,0
0.25,0.06796,0.21359,8.38835,0.2999,1
0.32,0.04902,0.19608,8.921569,2.7178,1
0.47826,0.07,0.17,8.8,0.4583,1
0.47826,0.0495,0.17822,8.782178,0.0196,0
0.40909,0.08,0.17,8.83,0.0082,0
0.43478,0.06,0.2,8.79,4.4607,0
0.43478,0.05941,0.19802,8.841584,1.1027,0
0.86364,0.05941,0.11881,8.772277,0.0328,1
0.25,0.05882,0.22549,8.794118,0.0102,0
0.3913,0.06796,0.20388,8.805825,0.2725,1
0.5,0.07843,0.19608,8.647059,2.545,0
0.73913,0.07767,0.13592,7.737864,4.0308,1
0.34783,0.07,0.18,7.74,1.0047,1
0.43478,0.06796,0.18447,9.262136,0.2262,0
0.72727,0.06796,0.16505,8.485437,0.0183,0
0.47826,0.05825,0.19417,7.699029,0.0078,0
0.95455,0.04854,0.09709,7.873786,0.032,1
0.26087,0.06,0.22,7.51,0.009,0
0.40909,0.06,0.19,7.39,2.22,1
0.6087,0.07692,0.15385,7.875,4.2229,0
0.52174,0.06863,0.17647,7.862745,1.0476,0
0.95238,0.04902,0.12745,7.852941,0.0309,0
0.36364,0.05941,0.19802,7.90099,0.017,0
0.33333,0.05825,0.21359,7.883495,0.008,0
0.7619,0.17308,0.08654,7.798077,0.1228,0
0.25,0.05882,0.23529,7.862745,0.0094,0
0.34783,0.08738,0.20388,7.92233,2.4154,0
0.52174,0.09709,0.17476,7.126214,1.6299,0
1,0.06,0.15,6.9,0.0525,0
0.54545,0.07692,0.19231,6.730769,0.0201,0
0.54545,0.07,0.2,6.57,0.0155,0
0.56522,0.13861,0.11881,6.237624,0.3293,0
0.36364,0.08,0.22,6.1,0.0327,0
1,0.05825,0.1068,6.116505,0.175,1
0.59091,0.08911,0.18812,6.19802,5.2736,1
0.63636,0.07843,0.17647,6.45098,0.0614,1
0.43478,0.07,0.21,6.44,0.0509,0
0.30435,0.06931,0.21782,6.376238,0.052,0
0.52174,0.07692,0.17308,6.615385,0.0701,0
0.90476,0.05825,0.1165,6.436893,0.2801,0
0.47826,0.11881,0.16832,7.742574,0.0139,1
0.54545,0.09615,0.16346,5.75,0.4621,1
0.52174,0.07692,0.18269,5.75,0.1992,1
0.34783,0.07767,0.2233,5.76699,0.3509,0
0.86364,0.07843,0.13725,5.578431,1.108,0
0.68182,0.15,0.13,5.64,0.2654,0
0.5,0.08824,0.16667,5.764706,0.6525,1
0.3913,0.07921,0.20792,5.742574,3.6293,0
0.59091,0.08824,0.19608,5.686275,0.1933,0
0.3913,0.08824,0.22549,5.431373,0.2136,0
0.86364,0.11538,0.07692,5.201923,0.8062,1
0.81818,0.19802,0.0495,6.643564,0.6884,0
0.54545,0.11881,0.18812,4.920792,0.6339,0
0.72727,0.1068,0.13592,4.912621,0.2093,1
0.43478,0.06863,0.20588,8.45098,0.1642,0
0.3913,0.08911,0.20792,5.079208,0.2399,0
0.9,0.07767,0.1165,5.242718,1.0717,1
0.86957,0.26733,0.0495,5.613861,3.4686,1
0.5,0.07843,0.19608,5.637255,0.8429,1
0.6087,0.07767,0.19417,5.621359,0.2157,0
0.78947,0.06,0.15,5.44,0.997,1
0.3913,0.08738,0.2233,5.417476,0.2268,0
0.78261,0.18812,0.05941,5,2.9419,1
0.57143,0.09,0.19,5,0.6976,0
0.65217,0.07692,0.20192,5,0.1877,0
0.85,0.07767,0.13592,4.961165,1.0511,1
0.3913,0.08654,0.22115,4.730769,0.2353,0
0.66667,0.1165,0.12621,4.708738,1.3089,1
0.80952,0.09901,0.14851,4.831683,0.1894,0
0.95455,0.125,0.125,5,0.786,0
0.63636,0.09709,0.17476,5.475728,0.0726,1
0.3913,0.08824,0.22549,5.470588,0.0976,0
0.68182,0.07767,0.15534,9.300971,1.0564,1
0.95455,0.26,0.07,6.06,5.2289,0
0.42857,0.05882,0.16667,6.058824,0.0467,1
0.52174,0.06796,0.19417,6.194175,0.2421,0
0.8,0.07767,0.1165,6.23301,0.2735,1
0.63636,0.1068,0.17476,6.446602,0.0322,0
0.25,0.05825,0.23301,6.475728,0.0499,0
0.95455,0.23,0.11,6.89,5.3013,0
0.81818,0.08,0.16,6.91,0.9508,0
0.40909,0.06,0.19,6.9,0.2064,0
0.57143,0.05941,0.16832,6.920792,0.2777,1
0.34783,0.06796,0.20388,7,0.0466,0
0.5,0.07,0.16,7,0.0539,1
0.34783,0.08,0.23,7,0.0513,0
0.85,0.05769,0.09615,7,0.2188,0
0.81818,0.20388,0.14563,7,5.4194,1
0.43478,0.07921,0.17822,7,1.0093,1
0.55,0.06931,0.15842,7,0.0599,1
0.56522,0.06863,0.17647,7,0.1735,0
0.59091,0.08911,0.16832,6.831683,0.0748,1
0.25,0.05882,0.23529,6.882353,0.0498,0
1,0.24762,0.08571,6.838095,5.2726,0
0.5,0.06796,0.20388,6.854369,0.2164,1
0.65217,0.11538,0.17308,6.865385,1.0412,1
0.6087,0.08738,0.17476,6.854369,0.1531,0
0.3913,0.04854,0.19417,7.058252,0.0572,0
0.33333,0.07692,0.23077,6.865385,0.0489,0
0.85714,0.23762,0.09901,6.762376,5.2389,1
0.59091,0.07767,0.14563,6.679612,0.2492,1
0.54545,0.08738,0.16505,6.563107,0.927,0
0.82609,0.08654,0.14423,6.355769,0.1631,1
0.47619,0.06931,0.18812,6.29703,0.0513,0
0.85714,0.10476,0.10476,4.714286,0.6108,1
0.7619,0.13861,0.14851,4.524752,2.6129,0
0.57143,0.09804,0.16667,4.323529,0.1642,1
0.72727,0.125,0.15385,4.307692,0.4576,0
0.90476,0.10784,0.15686,4,0.775,0
0.68182,0.12871,0.14851,3.960396,2.5854,0
0.72727,0.07767,0.15534,8.834951,0.1299,1
1,0.21154,0.125,2,1.8724,0
1,0.22115,0.06731,2,0.1277,0
0.7619,0.12745,0.13725,5.058824,0.9234,0
0.77273,0.18269,0.13462,2.807692,1.6101,0
0.85714,0.14851,0.11881,3,0.1086,1
0.77273,0.14563,0.14563,3,1.332,0
0.72727,0.15534,0.13592,3,1.5588,0
0.77273,0.15,0.09,3,0.1095,1
0.72727,0.15385,0.15385,2.951923,1.3497,0
0.85714,0.16,0.09,2.7,0.1211,1
0.68182,0.15686,0.17647,3.343137,1.3946,0
0.72727,0.09709,0.14563,6.203883,0.1922,0
0.85714,0.18627,0.14706,3.186275,1.1681,1
0.68182,0.06931,0.17822,7.742574,1.0666,0
0.68182,0.13592,0.16505,4.116505,0.0692,0
0.81818,0.18812,0.10891,5.168317,3.2417,0
0.43478,0.09,0.19,5.74,0.6771,1
0.47826,0.07843,0.18627,5.745098,0.5777,0
0.71429,0.07921,0.09901,5.712871,1.3425,0
0.34783,0.06931,0.22772,6.118812,0.1513,0
0.59091,0.09615,0.17308,6.951923,0.0325,0
0.43478,0.07843,0.18627,6,0.055,1
0.3913,0.08571,0.20952,6.12381,1.0763,0
0.59091,0.10784,0.16667,6.166667,1.0227,1
0.68182,0.08738,0.18447,6.15534,2.4292,0
0.54545,0.09,0.17,6,0.3112,0
0.73913,0.17647,0.11765,5.852941,2.8455,0
0.34783,0.07921,0.19802,5.574257,0.8352,0
0.47826,0.09804,0.18627,5.598039,0.6577,0
0.41667,0.08738,0.18447,5.601942,1.5279,1
0.52174,0.07843,0.19608,5.617647,0.1538,0
0.57143,0.08,0.18,6,0.018,0
0.86364,0.2,0.09,6.08,3.1217,1
0.43478,0.08738,0.19417,6.165049,0.9062,1
0.68182,0.11,0.16,6.29,0.8325,0
0.54545,0.06931,0.18812,6.168317,0.098,0
0.6087,0.08738,0.15534,6.349515,2.0659,1
0.47826,0.08411,0.16822,6.336449,0.0216,1
0.52174,0.06931,0.21782,6.356436,0.2114,0
0.68182,0.09804,0.12745,7.294118,4.4669,1
0.43478,0.06863,0.20588,6.156863,0.4001,1
0.63636,0.05941,0.16832,6.09901,0.3072,0
0.65217,0.08738,0.15534,6,0.6623,0
0.63636,0.08,0.13,6.08,0.0068,1
0.34783,0.07,0.23,6.12,0.0723,0
0.68182,0.11881,0.13861,6.376238,5.0259,1
0.6087,0.07843,0.17647,6.235294,0.0247,1
0.3913,0.07,0.21,7.33,0.3468,0
0.47826,0.06796,0.20388,7.446602,0.2937,0
0.77273,0.05769,0.16346,7.682692,0.722,0
0.25,0.05882,0.23529,8.068627,0.0871,0
0.72727,0.08,0.15,8.16,5.8401,0
0.54545,0.06,0.18,7.41,0.0723,1
0.45455,0.07767,0.19417,8.106796,0.007,0
0.59091,0.03883,0.16505,9.504854,0.1451,0
0.41667,0.08824,0.17647,8.196078,0.3781,1
0.6087,0.07,0.14,8.22,0.3175,0
0.34783,0.05,0.2,8.41,0.7773,0
0.80952,0.09901,0.14851,8.831683,6.7119,0
0.26087,0.05941,0.22772,8.722772,0.098,0
0.34783,0.06,0.21,8.96,0.0751,1
0.45833,0.08654,0.19231,8.903846,0.0091,1
0.68182,0.05882,0.15686,8.892157,0.0535,0
0.33333,0.03846,0.20192,8.701923,0.9397,0
0.52174,0.08,0.17,8.7,0.3495,1
0.29167,0.04902,0.22549,8.637255,0.4138,0
0.625,0.07547,0.14151,8.04717,6.2374,1
0.25,0.05882,0.22549,8.078431,0.093,0
0.47826,0.06863,0.18627,7.803922,0.0075,0
0.54545,0.06863,0.17647,7.764706,0.043,0
0.6087,0.06863,0.16667,7.686275,0.8454,0
0.6087,0.09615,0.17308,7.682692,0.3143,1
0.61905,0.09804,0.19608,4.441176,0.0696,1
0.65217,0.05941,0.15842,7.712871,0.0752,1
0.52174,0.06931,0.16832,7.207921,5.8302,0
0.72727,0.06,0.17,7.91,0.0294,0
0.25,0.05825,0.2233,7.252427,0.0872,0
0.69565,0.05941,0.14851,7.445545,0.0449,1
0.52381,0.07921,0.15842,7.60396,0.0243,0
0.56522,0.07767,0.15534,7.466019,0.364,1
0.59091,0.05882,0.17647,7.813725,0.0895,0
0.3913,0.05769,0.20192,7.846154,0.0188,1
0.47826,0.06667,0.1619,7.885714,7.1565,0
0.29167,0.05825,0.23301,7.825243,0.1051,0
0.6087,0.06,0.15,7.86,0.0272,0
0.52174,0.06731,0.18269,7.673077,0.0499,0
0.6087,0.06931,0.15842,7.584158,0.0243,1
0.6087,0.08911,0.16832,7.39604,0.3744,0
0.52381,0.05941,0.15842,6.920792,6.0083,0
0.47826,0.07843,0.21569,6.872549,0.0855,0
0.54545,0.1,0.14,6.86,0.0176,0
0.56522,0.07767,0.19417,6.834951,0.04,0
0.65217,0.09804,0.19608,6.235294,0.3657,0
0.68182,0.12621,0.15534,6.135922,1.9324,0
0.71429,0.09,0.17,5.12,0.0282,0
0.52174,0.08,0.22,5.2,0.1735,0
0.66667,0.09804,0.15686,5,0.1024,0
0.72727,0.10784,0.15686,5,0.8196,1
0.78261,0.17822,0.09901,5.118812,3.8976,1
0.63636,0.09,0.18,5.51,0.0323,0
0.63636,0.07843,0.18627,5.54902,0.2316,0
0.80952,0.07767,0.1165,5.572816,0.1094,0
0.86364,0.06863,0.09804,6.460784,0.1411,1
0.6087,0.07767,0.16505,6.203883,0.9512,0
0.6087,0.14,0.18,6.61,4.6074,1
0.68182,0.06863,0.16667,7.45098,0.0321,1
0.77273,0.05882,0.10784,7.617647,0.0838,0
0.3913,0.05941,0.21782,7.693069,0.1699,0
1,0.05941,0.16832,8.247525,0.1089,1
0.33333,0.04902,0.21569,8.333333,0.0196,0
0.54545,0.07,0.17,8.03,5.7569,1
0.5,0.06931,0.19802,8.277228,0.4161,0
0.52174,0.09901,0.16832,8.059406,1.6299,1
0.66667,0.06931,0.14851,7.485149,0.0299,0
0.6087,0.09901,0.15842,7.594059,0.0148,1
0.73913,0.05769,0.21154,7.384615,0.0797,0
0.54545,0.05941,0.15842,7.217822,5.2991,0
0.52174,0.06931,0.19802,7.237624,0.014,1
0.47826,0.05825,0.18447,7.291262,0.3039,1
0.43478,0.11765,0.17647,9.705882,2.4878,1
0.65217,0.15534,0.12621,7.737864,1.4031,0
0.66667,0.04854,0.15534,8.262136,0.0263,0
0.63636,0.06931,0.16832,8.336634,0.0166,1
0.65,0.09901,0.18812,8.524752,0.2975,0
0.34783,0.07,0.22,8.39,0.0821,0
0.5,0.04902,0.19608,8.490196,0.3657,0
0.68182,0.22,0.13,8.47,2.7921,1
0.47826,0.08738,0.17476,8.203883,1.8859,0
0.26087,0.06,0.23,8.01,1.2318,0
0.6087,0.08654,0.16346,7.865385,0.0275,1
0.63636,0.03883,0.18447,7.834951,0.4203,1
0.30435,0.07,0.22,8.01,0.1196,1
0.30435,0.05941,0.20792,7.930693,0.101,1
0.43478,0.02913,0.20388,9.825243,0.0412,1
0.30435,0.08,0.22,9.19,2.9436,1
0.43478,0.06863,0.21569,9.401961,0.0146,0
0.6087,0.12,0.11,9.51,0.0906,1
0.33333,0.03883,0.19417,9.407767,1.9715,1
0.63636,0.07,0.18,9.85,0.6864,0
0.52381,0.05882,0.16667,9.95098,2.2712,0
0.6087,0.03922,0.21569,9.911765,0.1994,1
0.52174,0.06863,0.15686,9.333333,0.6832,1
0.33333,0.04854,0.21359,9.61165,0.1599,0
0.45455,0.0495,0.15842,9.594059,0.0098,0
0.29167,0.06931,0.20792,9.534653,3.3464,1
0.25,0.0396,0.21782,9.50495,0.0163,1
0.43478,0.06,0.2,9.48,2.1192,0
0.29167,0.07921,0.19802,9.465347,0.0976,1
0.43478,0.05825,0.17476,9.300971,0.6628,1
0.58333,0.05882,0.17647,9.333333,2.0784,0
0.47826,0.07,0.17,9.32,0.6096,1
0.52174,0.05825,0.19417,9.466019,5.3857,0
0.43478,0.03922,0.18627,9.686275,0.0044,0
0.625,0.04854,0.14563,9.699029,0.0864,1
0.43478,0.11,0.16,9.78,1.7224,1
0.47826,0.06,0.19,9.82,0.0076,0
0.5,0.05882,0.17647,9.843137,1.0562,1
0.59091,0.04902,0.18627,10,0.3084,1
0.47826,0.03922,0.21569,10,1.0128,0
0.86364,0.1,0.11,7.19,0.0258,1
0.33333,0.03922,0.22549,10,0.3632,0
0.68182,0.06,0.16,10,0.0063,0
0.57143,0.06,0.17,10,0.1037,0
0.29167,0.05882,0.21569,10,2.3213,0
0.25,0.03922,0.21569,10,0.0108,0
0.56522,0.14706,0.14706,8.921569,3.6774,1
0.56522,0.05769,0.13462,10,0.5111,1
0.63636,0.05,0.16,10,0.0576,1
0.375,0.03883,0.19417,10,1.7593,1
0.3913,0.0495,0.16832,10,0.5902,1
0.375,0.03922,0.21569,10,0.6173,0
0.3913,0.05,0.21,10,1.1729,0
0.52174,0.04902,0.18627,10,0.1042,0
0.34783,0.05941,0.21782,9.663366,2.1906,1
0.72727,0.04902,0.18627,9.431373,0.4407,1
0.61905,0.05941,0.17822,9.267327,1.4752,0
0.82609,0.04808,0.16346,9.173077,0.0483,1
0.45455,0.07,0.19,8.96,0.48,1
0.52174,0.06863,0.16667,8.598039,0.6119,0
0.45455,0.06,0.18,7.49,0.127,1
0.52174,0.05,0.18,8.44,1.1629,1
0.47826,0.1068,0.18447,7.495146,3.1733,1
0.72727,0.07767,0.16505,7.456311,0.6388,0
0.5,0.08911,0.16832,7.653465,0.5368,1
0.3913,0.07,0.19,9.51,5.7155,0
0.34783,0.0495,0.19802,8.613861,0.018,1
0.40909,0.07,0.19,8.03,0.4208,1
0.3913,0.06796,0.20388,8.475728,0.0728,0
0.65217,0.06931,0.11881,8.673267,0.7277,1
0.71429,0.07,0.13,8.74,0.3002,1
0.3913,0.08,0.22,8.73,1.4617,0
0.45455,0.06931,0.19802,8.752475,0.3055,0
0.47826,0.06863,0.20588,9.186275,0.0919,0
0.3913,0.06796,0.20388,8.854369,5.5569,0
0.40909,0.04854,0.19417,8.893204,0.0134,0
0.5,0.09804,0.19608,8.921569,0.3523,1
0.59091,0.0396,0.13861,8.831683,0.0714,1
0.8,0.06863,0.15686,8.803922,0.2986,0
0.45833,0.04808,0.18269,8.692308,0.7531,1
0.47826,0.10891,0.18812,8.673267,1.6222,1
0.85714,0.06731,0.14423,7.961538,0.0494,0
0.375,0.05825,0.21359,8.407767,0.3973,0
0.72727,0.07843,0.15686,8.323529,0.1241,0
0.52174,0.06796,0.18447,8.378641,0.6042,1
0.63636,0.05941,0.15842,8.445545,0.1376,0
0.5,0.05,0.18,8.45,0.7175,1
0.68182,0.05714,0.1619,8.742857,1.6673,0
0.59091,0.04762,0.2,8.866667,0.0737,0
0.3913,0.09901,0.19802,8.841584,3.5301,1
0.33333,0.05941,0.19802,9.782178,0.0644,0
0.45455,0.06863,0.19608,9.333333,0.7384,1
0.47826,0.05825,0.18447,8.990291,1.3856,1
0.9,0.11765,0.14706,9.578431,0.1569,0
0.45455,0.05,0.22,9.72,0.8119,0
0.68182,0.08911,0.12871,9.089109,1.0409,0
0.33333,0.05825,0.21359,7.786408,0.3928,0
0.5,0.05,0.2,9.51,1.6965,1
0.90909,0.04902,0.10784,9.480392,0.0785,1
0.20833,0.05882,0.22549,9.117647,0.1072,1
0.3913,0.0495,0.21782,8.910891,0.8503,0
0.30435,0.04,0.22,8.82,2.2042,1
0.95455,0.05769,0.17308,8.951923,0.181,0
0.43478,0.06731,0.19231,8.576923,0.835,1
0.29167,0.05769,0.22115,8.644231,0.698,0
0.52174,0.06863,0.17647,8.617647,1.4179,1
0.65217,0.07619,0.1619,8.609524,0.0592,0
0.7619,0.07,0.2,8.95,0.1043,0
0.29167,0.05825,0.23301,8.737864,0.069,0
0.45833,0.05825,0.18447,8.825243,0.5238,0
0.29167,0.05825,0.2233,8.912621,1.3311,0
0.6087,0.09709,0.16505,9,4.8479,1
0.34783,0.05,0.18,8.87,0.5795,1
0.95455,0.05825,0.09709,7.747573,0.1047,1
0.85714,0.06863,0.15686,8.666667,0.0602,1
0.52174,0.07619,0.1619,8.619048,1.5089,1
0.30435,0.04,0.21,8.67,0.7282,0
0.56522,0.14,0.15,8.44,0.2448,1
0.47826,0.04,0.2,8.46,0.1997,0
0.47826,0.07767,0.18447,8.427184,0.887,0
0.47826,0.06,0.18,8.86,0.1588,1
0.95238,0.05941,0.13861,8.514851,0.2013,0
0.3913,0.0396,0.18812,8.950495,1.8015,1
0.34783,0.06,0.22,8.87,0.8926,0
0.56522,0.06796,0.16505,8.07767,3.4652,1
0.63636,0.05941,0.17822,9.108911,0.0637,0
0.68182,0.13861,0.15842,9.108911,0.171,1
0.5,0.07843,0.19608,9.117647,3.3151,1
0.45833,0.08738,0.18447,9.15534,0.5683,1
0.85714,0.03922,0.16667,9.254902,0.1133,0
0.65217,0.04854,0.14563,8.941748,0.7468,1
0.52174,0.07,0.2,9.15,1.234,0
0.29167,0.03922,0.20588,9.156863,0.5976,0
0.43478,0.06,0.21,9.2,2.4095,0
0.73913,0.04854,0.18447,9.359223,0.0464,0
0.26087,0.06,0.22,9.43,0.1494,0
0.59091,0.06931,0.17822,8.920792,0.5417,0
0.34783,0.0495,0.21782,9.574257,3.1165,0
0.3913,0.07921,0.20792,9.554455,0.54,1
0.90909,0.03846,0.14423,9.557692,0.1112,1
0.59091,0.0495,0.17822,9.584158,0.9491,0
0.3913,0.04902,0.18627,9.696078,1.3768,0
0.59091,0.07767,0.18447,9.679612,2.7154,0
0.3913,0.07767,0.20388,9.68932,0.6861,1
0.6087,0.05769,0.17308,8.826923,0.0245,0
0.54167,0.03846,0.21154,9.673077,0.0502,0
0.95,0.05,0.13,9.69,0.1035,0
0.30435,0.03883,0.20388,9.572816,0.6018,0
0.54545,0.05882,0.19608,9.784314,1.076,1
0.63636,0.06796,0.13592,9.796117,0.4928,1
0.20833,0.04902,0.21569,8.745098,1.0135,0
0.47826,0.06731,0.18269,9.365385,1.2251,0
0.33333,0.05769,0.22115,9.221154,0.5865,1
0.54545,0.05,0.17,9.17,0.0317,0
0.56522,0.11765,0.18627,9.029412,4.8961,1
0.90476,0.06863,0.15686,8.705882,0.0793,0
0.59091,0.09709,0.15534,8.631068,0.4599,0
0.3913,0.05769,0.19231,8.346154,0.8083,0
0.45455,0.08,0.2,8.1,0.5314,0
0.68182,0.09709,0.16505,7.524272,1.2472,1
0.3913,0.08911,0.20792,7.29703,0.6665,1
1,0.05882,0.15686,6.980392,0.1056,0
0.54545,0.1,0.16,6.62,0.6957,1
0.52174,0.09709,0.20388,5.592233,1.0095,0
0.54545,0.06,0.18,9.02,0.7606,0
0.52174,0.10784,0.19608,5.441176,0.7776,0
0.58333,0.07692,0.15385,6.615385,0.1199,0
0.5,0.11765,0.15686,4.911765,1.057,0
0.71429,0.11,0.13,5,1.2001,1
0.5,0.11,0.19,5,1.3941,0
0.6087,0.12621,0.12621,5,1.049,1
0.68182,0.13,0.14,5,0.1574,0
0.54545,0.11881,0.12871,5.267327,0.987,0
0.47826,0.05882,0.20588,8.117647,3.6857,0
0.59091,0.08824,0.17647,5.647059,0.8068,0
0.54545,0.07843,0.16667,5.637255,0.947,1
0.73913,0.1068,0.14563,5.786408,0.6697,1
0.56522,0.07921,0.18812,5.821782,0.0968,0
0.73913,0.13592,0.09709,6,0.6833,1
0.3913,0.07843,0.19608,6,3.1022,0
0.47826,0.10891,0.17822,6,0.7886,1
0.56522,0.09,0.17,6,0.6729,0
0.65217,0.09,0.16,5.86,0.0862,0
0.56522,0.15842,0.12871,9.425743,3.4287,1
0.68182,0.1165,0.13592,6.048544,0.5437,1
0.43478,0.07921,0.20792,6.831683,2.3054,1
0.61905,0.03883,0.13592,7.883495,0.1452,1
0.73913,0.10784,0.11765,9.921569,0.8724,0
0.63636,0.06667,0.19048,10,0.0435,0
0.5,0.07692,0.20192,7.596154,0.5514,0
0.65217,0.03922,0.19608,9.480392,0.0506,1
0.43478,0.06,0.21,9.64,2.251,0
0.86364,0.23529,0.09804,8.676471,3.4221,0
