hand1,hand2,board1,board2,board3,board4,board5,playerCount,position,potSize,Action
-,-,-,-,-,-,-,8,1,1819,-
-,-,4h,Kd,5d,-,-,10,7,19,-
-,-,-,-,-,-,-,8,2,21091,-
-,-,4h,Kd,5d,-,-,10,8,1103,-
-,-,-,-,-,-,-,8,3,19402,-
-,-,4h,Kd,5d,-,-,10,9,1788,-
-,-,-,-,-,-,-,8,4,5791,-
-,-,4h,Kd,5d,-,-,10,1,382,f
-,-,-,-,-,-,-,8,5,3499,-
8h,8c,4h,Kd,5d,-,-,10,2,183,c
-,-,-,-,-,-,-,8,6,1411,-
-,-,4h,Kd,5d,4d,-,10,1,382,-
-,-,-,-,-,-,-,8,7,649,-
9s,9d,4h,Kd,5d,4d,-,10,10,376,k
-,-,-,-,-,-,-,8,8,20151,-
8h,8c,4h,Kd,5d,4d,-,10,2,183,k
-,-,-,-,-,-,-,8,1,181,-
-,-,4h,Kd,5d,4d,-,10,3,25,-
-,-,-,-,-,-,-,8,2,2109,-
-,-,4h,Kd,5d,4d,-,10,4,925,-
-,-,-,-,-,-,-,8,3,1940,-
-,-,4h,Kd,5d,4d,-,10,5,248,-
-,-,-,-,-,-,-,8,4,579,-
-,-,4h,Kd,5d,4d,-,10,6,57,-
-,-,-,-,-,-,-,8,5,349,-
-,-,4h,Kd,5d,4d,-,10,7,19,-
-,-,-,-,-,-,-,8,6,141,-
-,-,4h,Kd,5d,4d,-,10,8,1103,-
-,-,-,-,-,-,-,8,7,64,-
-,-,4h,Kd,5d,4d,-,10,9,1788,-
-,-,-,-,-,-,-,8,8,2015,-
-,-,4h,Kd,5d,4d,8s,10,1,130,-
-,-,-,-,-,-,-,8,1,1028,B
9s,9d,4h,Kd,5d,4d,8s,10,10,128,c
-,-,-,-,-,-,-,8,2,946,B
8h,8c,4h,Kd,5d,4d,8s,10,2,62,b
-,-,-,-,-,-,-,8,3,282,f
-,-,4h,Kd,5d,4d,8s,10,3,8,-
-,-,-,-,-,-,-,8,4,170,c
-,-,4h,Kd,5d,4d,8s,10,4,315,-
Ts,Ah,-,-,-,-,-,8,5,68,r
-,-,4h,Kd,5d,4d,8s,10,5,84,-
-,-,-,-,-,-,-,8,6,31,f
-,-,4h,Kd,5d,4d,8s,10,6,19,-
-,-,-,-,-,-,-,8,7,982,c
-,-,4h,Kd,5d,4d,8s,10,7,6,-
Qc,Jc,-,-,-,-,-,8,8,88,c
-,-,4h,Kd,5d,4d,8s,10,8,375,-
-,-,-,-,-,-,-,8,1,1028,f
-,-,4h,Kd,5d,4d,8s,10,9,608,-
-,-,-,-,-,-,-,8,2,946,f
-,-,-,-,-,-,-,10,1,158,B
-,-,-,-,-,-,-,8,4,170,c
-,-,-,-,-,-,-,10,10,327,f
-,-,4s,6s,Kc,-,-,8,1,1028,-
-,-,-,-,-,-,-,10,2,21,B
-,-,4s,6s,Kc,-,-,8,2,946,-
-,-,-,-,-,-,-,10,3,791,r
-,-,4s,6s,Kc,-,-,8,3,282,-
-,-,-,-,-,-,-,10,4,212,f
-,-,4s,6s,Kc,-,-,8,4,170,k
-,-,-,-,-,-,-,10,5,49,f
Ts,Ah,4s,6s,Kc,-,-,8,5,68,k
-,-,-,-,-,-,-,10,6,16,f
-,-,4s,6s,Kc,-,-,8,6,31,-
-,-,-,-,-,-,-,10,7,944,f
-,-,4s,6s,Kc,-,-,8,7,982,k
-,-,-,-,-,-,-,10,8,1530,r
Qc,Jc,4s,6s,Kc,-,-,8,8,88,k
-,-,-,-,-,-,-,10,9,320,f
-,-,4s,6s,Kc,Td,-,8,1,354,-
-,-,-,-,-,-,-,10,1,158,c
-,-,4s,6s,Kc,Td,-,8,2,326,-
-,-,-,-,-,-,-,10,2,21,f
-,-,4s,6s,Kc,Td,-,8,3,97,-
-,-,-,-,-,-,-,10,3,791,c
-,-,4s,6s,Kc,Td,-,8,4,58,k
-,-,4c,Jd,Qs,-,-,10,1,40,k
Ts,Ah,4s,6s,Kc,Td,-,8,5,23,b
-,-,4c,Jd,Qs,-,-,10,10,83,-
-,-,4s,6s,Kc,Td,-,8,6,10,-
-,-,4c,Jd,Qs,-,-,10,2,5,-
-,-,4s,6s,Kc,Td,-,8,7,338,f
-,-,4c,Jd,Qs,-,-,10,3,201,b
Qc,Jc,4s,6s,Kc,Td,-,8,8,30,c
-,-,4c,Jd,Qs,-,-,10,4,54,-
-,-,4s,6s,Kc,Td,-,8,4,58,f
-,-,4c,Jd,Qs,-,-,10,5,12,-
-,-,4s,6s,Kc,Td,8d,8,1,354,-
-,-,4c,Jd,Qs,-,-,10,6,4,-
-,-,4s,6s,Kc,Td,8d,8,2,326,-
-,-,4c,Jd,Qs,-,-,10,7,240,-
-,-,4s,6s,Kc,Td,8d,8,3,97,-
-,-,4c,Jd,Qs,-,-,10,8,390,c
-,-,4s,6s,Kc,Td,8d,8,4,58,-
-,-,4c,Jd,Qs,-,-,10,9,81,-
Ts,Ah,4s,6s,Kc,Td,8d,8,5,23,k
-,-,4c,Jd,Qs,-,-,10,1,40,c
-,-,4s,6s,Kc,Td,8d,8,6,10,-
-,-,4c,Jd,Qs,3h,-,10,1,4,k
-,-,4s,6s,Kc,Td,8d,8,7,338,-
-,-,4c,Jd,Qs,3h,-,10,10,9,-
Qc,Jc,4s,6s,Kc,Td,8d,8,8,30,k
-,-,4c,Jd,Qs,3h,-,10,2,0,-
-,-,-,-,-,-,-,8,1,3880,B
-,-,4c,Jd,Qs,3h,-,10,3,22,b
-,-,-,-,-,-,-,8,2,1158,B
-,-,4c,Jd,Qs,3h,-,10,4,6,-
-,-,-,-,-,-,-,8,3,698,c
-,-,4c,Jd,Qs,3h,-,10,5,1,-
-,-,-,-,-,-,-,8,4,289,f
-,-,4c,Jd,Qs,3h,-,10,6,0,-
-,-,-,-,-,-,-,8,5,130,c
-,-,4c,Jd,Qs,3h,-,10,7,26,-
-,-,-,-,-,-,-,8,6,4029,f
-,-,4c,Jd,Qs,3h,-,10,8,43,r
-,-,-,-,-,-,-,8,7,358,f
-,-,4c,Jd,Qs,3h,-,10,9,9,-
-,-,-,-,-,-,-,8,8,4217,f
-,-,4c,Jd,Qs,3h,-,10,1,4,f
-,-,-,-,-,-,-,8,1,3880,c
-,-,4c,Jd,Qs,3h,-,10,3,22,c
-,-,-,-,-,-,-,8,2,1158,k
-,-,4c,Jd,Qs,3h,Kd,10,1,2,-
-,-,-,-,-,-,-,8,6,4029,Q
-,-,4c,Jd,Qs,3h,Kd,10,10,4,-
-,-,8c,Ah,4c,-,-,8,1,3880,k
-,-,4c,Jd,Qs,3h,Kd,10,2,0,-
-,-,8c,Ah,4c,-,-,8,2,1158,k
-,-,4c,Jd,Qs,3h,Kd,10,3,11,b
-,-,8c,Ah,4c,-,-,8,3,698,k
-,-,4c,Jd,Qs,3h,Kd,10,4,3,-
-,-,8c,Ah,4c,-,-,8,4,289,-
-,-,4c,Jd,Qs,3h,Kd,10,5,0,-
-,-,8c,Ah,4c,-,-,8,5,130,k
-,-,4c,Jd,Qs,3h,Kd,10,6,0,-
-,-,8c,Ah,4c,-,-,8,6,4029,-
-,-,4c,Jd,Qs,3h,Kd,10,7,13,-
-,-,8c,Ah,4c,-,-,8,7,358,-
-,-,4c,Jd,Qs,3h,Kd,10,8,21,f
-,-,8c,Ah,4c,-,-,8,8,4217,-
-,-,4c,Jd,Qs,3h,Kd,10,9,4,-
-,-,8c,Ah,4c,6h,-,8,1,19400,k
Ad,7d,-,-,-,-,-,10,1,135,B
-,-,8c,Ah,4c,6h,-,8,2,5791,k
-,-,-,-,-,-,-,10,10,996,c
-,-,8c,Ah,4c,6h,-,8,3,3494,b
-,-,-,-,-,-,-,10,2,5129,B
-,-,8c,Ah,4c,6h,-,8,4,1445,-
-,-,-,-,-,-,-,10,3,1347,c
-,-,8c,Ah,4c,6h,-,8,5,653,f
-,-,-,-,-,-,-,10,4,311,f
-,-,8c,Ah,4c,6h,-,8,6,20146,-
-,-,-,-,-,-,-,10,5,106,f
-,-,8c,Ah,4c,6h,-,8,7,1794,-
-,-,-,-,-,-,-,10,6,5978,f
-,-,8c,Ah,4c,6h,-,8,8,21089,-
-,-,-,-,-,-,-,10,7,9583,f
-,-,8c,Ah,4c,6h,-,8,1,19400,f
-,-,-,-,-,-,-,10,8,2032,f
-,-,8c,Ah,4c,6h,-,8,2,5791,f
9c,Ks,-,-,-,-,-,10,9,2073,c
-,-,-,-,-,-,-,8,1,2155,-
Ad,7d,-,-,-,-,-,10,1,135,c
-,-,-,-,-,-,-,8,2,643,-
-,-,-,-,-,-,-,10,2,5129,k
-,-,-,-,-,-,-,8,3,388,-
Ad,7d,4d,2c,Kd,-,-,10,1,50,b
-,-,-,-,-,-,-,8,4,160,-
-,-,4d,2c,Kd,-,-,10,10,373,f
-,-,-,-,-,-,-,8,5,72,-
-,-,4d,2c,Kd,-,-,10,2,1923,f
-,-,-,-,-,-,-,8,6,2238,-
-,-,4d,2c,Kd,-,-,10,3,505,f
-,-,-,-,-,-,-,8,7,199,-
-,-,4d,2c,Kd,-,-,10,4,116,-
-,-,-,-,-,-,-,8,8,2343,-
-,-,4d,2c,Kd,-,-,10,5,39,-
-,-,-,-,-,-,-,7,1,282,B
-,-,4d,2c,Kd,-,-,10,6,2242,-
-,-,-,-,-,-,-,7,2,170,B
-,-,4d,2c,Kd,-,-,10,7,3593,Q
-,-,-,-,-,-,-,7,3,70,c
-,-,4d,2c,Kd,-,-,10,8,762,-
-,-,-,-,-,-,-,7,4,31,f
9c,Ks,4d,2c,Kd,-,-,10,9,777,c
-,-,-,-,-,-,-,7,5,87,r
Ad,7d,4d,2c,Kd,3s,-,10,1,17,k
-,-,-,-,-,-,-,7,6,1028,c
-,-,4d,2c,Kd,3s,-,10,10,129,-
-,-,-,-,-,-,-,7,7,946,c
-,-,4d,2c,Kd,3s,-,10,2,669,-
-,-,-,-,-,-,-,7,1,282,f
-,-,4d,2c,Kd,3s,-,10,3,175,-
-,-,-,-,-,-,-,7,2,170,f
-,-,4d,2c,Kd,3s,-,10,4,40,-
-,-,-,-,-,-,-,7,3,70,c
-,-,4d,2c,Kd,3s,-,10,5,13,-
-,-,Jc,Qc,6h,-,-,7,1,5790,-
-,-,4d,2c,Kd,3s,-,10,6,779,-
-,-,Jc,Qc,6h,-,-,7,2,3497,-
-,-,4d,2c,Kd,3s,-,10,7,1249,-
-,-,Jc,Qc,6h,-,-,7,3,1445,k
-,-,4d,2c,Kd,3s,-,10,8,265,-
-,-,Jc,Qc,6h,-,-,7,4,652,-
9c,Ks,4d,2c,Kd,3s,-,10,9,270,b
-,-,Jc,Qc,6h,-,-,7,5,1794,b
Ad,7d,4d,2c,Kd,3s,-,10,1,17,c
-,-,Jc,Qc,6h,-,-,7,6,21089,f
Ad,7d,4d,2c,Kd,3s,Th,10,1,17,k
-,-,Jc,Qc,6h,-,-,7,7,19399,f
-,-,4d,2c,Kd,3s,Th,10,10,129,-
-,-,Jc,Qc,6h,-,-,7,3,1445,f
-,-,4d,2c,Kd,3s,Th,10,2,669,-
-,-,-,-,-,-,-,7,1,5790,-
-,-,4d,2c,Kd,3s,Th,10,3,175,-
-,-,-,-,-,-,-,7,2,3497,-
-,-,4d,2c,Kd,3s,Th,10,4,40,-
-,-,-,-,-,-,-,7,3,1445,-
-,-,4d,2c,Kd,3s,Th,10,5,13,-
-,-,-,-,-,-,-,7,4,652,-
-,-,4d,2c,Kd,3s,Th,10,6,779,-
-,-,-,-,-,-,-,7,5,1794,-
-,-,4d,2c,Kd,3s,Th,10,7,1249,-
-,-,-,-,-,-,-,7,6,21089,-
-,-,4d,2c,Kd,3s,Th,10,8,265,-
-,-,-,-,-,-,-,7,7,19399,-
9c,Ks,4d,2c,Kd,3s,Th,10,9,270,k
-,-,-,-,-,-,-,7,1,144,-
-,-,-,-,-,-,-,10,1,1309,B
-,-,-,-,-,-,-,7,2,87,-
-,-,-,-,-,-,-,10,10,33,f
-,-,-,-,-,-,-,7,3,36,-
-,-,-,-,-,-,-,10,2,344,B
-,-,-,-,-,-,-,7,4,16,-
Ah,Ad,-,-,-,-,-,10,3,79,c
-,-,-,-,-,-,-,7,5,44,-
-,-,-,-,-,-,-,10,4,27,c
-,-,-,-,-,-,-,7,6,527,-
-,-,-,-,-,-,-,10,5,1526,f
-,-,-,-,-,-,-,7,7,484,-
-,-,-,-,-,-,-,10,6,539,f
-,-,-,-,-,-,-,7,1,699,B
-,-,-,-,-,-,-,10,7,518,f
-,-,-,-,-,-,-,7,2,288,B
-,-,-,-,-,-,-,10,8,530,f
-,-,-,-,-,-,-,7,3,130,f
Qh,Kh,-,-,-,-,-,10,9,254,r
-,-,-,-,-,-,-,7,4,361,f
-,-,-,-,-,-,-,10,1,1309,f
-,-,-,-,-,-,-,7,5,4217,f
-,-,-,-,-,-,-,10,2,344,c
-,-,-,-,-,-,-,7,6,3878,c
Ah,Ad,-,-,-,-,-,10,3,79,c
-,-,-,-,-,-,-,7,7,1158,c
-,-,-,-,-,-,-,10,4,27,c
-,-,-,-,-,-,-,7,1,699,c
-,-,4s,4d,Js,-,-,10,1,449,-
-,-,-,-,-,-,-,7,2,288,k
-,-,4s,4d,Js,-,-,10,10,11,-
-,-,As,Qh,9c,-,-,7,1,3496,k
-,-,4s,4d,Js,-,-,10,2,118,k
-,-,As,Qh,9c,-,-,7,2,1441,b
Ah,Ad,4s,4d,Js,-,-,10,3,27,k
-,-,As,Qh,9c,-,-,7,3,652,-
-,-,4s,4d,Js,-,-,10,4,9,k
-,-,As,Qh,9c,-,-,7,4,1809,-
-,-,4s,4d,Js,-,-,10,5,523,-
-,-,As,Qh,9c,-,-,7,5,21085,-
-,-,4s,4d,Js,-,-,10,6,185,-
-,-,As,Qh,9c,-,-,7,6,19394,f
-,-,4s,4d,Js,-,-,10,7,177,-
-,-,As,Qh,9c,-,-,7,7,5790,f
-,-,4s,4d,Js,-,-,10,8,181,-
-,-,As,Qh,9c,-,-,7,1,3496,f
Qh,Kh,4s,4d,Js,-,-,10,9,87,b
-,-,-,-,-,-,-,7,1,3496,-
-,-,4s,4d,Js,-,-,10,2,118,f
-,-,-,-,-,-,-,7,2,1441,-
Ah,Ad,4s,4d,Js,-,-,10,3,27,c
-,-,-,-,-,-,-,7,3,652,-
-,-,4s,4d,Js,-,-,10,4,9,f
-,-,-,-,-,-,-,7,4,1809,-
-,-,4s,4d,Js,Th,-,10,1,151,-
-,-,-,-,-,-,-,7,5,21085,-
-,-,4s,4d,Js,Th,-,10,10,3,-
-,-,-,-,-,-,-,7,6,19394,-
-,-,4s,4d,Js,Th,-,10,2,39,-
-,-,-,-,-,-,-,7,7,5790,-
Ah,Ad,4s,4d,Js,Th,-,10,3,9,k
-,-,-,-,-,-,-,7,1,388,-
-,-,4s,4d,Js,Th,-,10,4,3,-
-,-,-,-,-,-,-,7,2,160,-
-,-,4s,4d,Js,Th,-,10,5,176,-
-,-,-,-,-,-,-,7,3,72,-
-,-,4s,4d,Js,Th,-,10,6,62,-
-,-,-,-,-,-,-,7,4,201,-
-,-,4s,4d,Js,Th,-,10,7,59,-
-,-,-,-,-,-,-,7,5,2342,-
-,-,4s,4d,Js,Th,-,10,8,61,-
-,-,-,-,-,-,-,7,6,2154,-
Qh,Kh,4s,4d,Js,Th,-,10,9,29,b
-,-,-,-,-,-,-,7,7,643,-
Ah,Ad,4s,4d,Js,Th,-,10,3,9,c
-,-,-,-,-,-,-,7,1,288,B
-,-,4s,4d,Js,Th,3c,10,1,50,-
-,-,-,-,-,-,-,7,2,130,B
-,-,4s,4d,Js,Th,3c,10,10,1,-
-,-,-,-,-,-,-,7,3,361,c
-,-,4s,4d,Js,Th,3c,10,2,13,-
-,-,-,-,-,-,-,7,4,4217,f
Ah,Ad,4s,4d,Js,Th,3c,10,3,3,k
-,-,-,-,-,-,-,7,5,3878,f
-,-,4s,4d,Js,Th,3c,10,4,1,-
-,-,-,-,-,-,-,7,6,1157,f
-,-,4s,4d,Js,Th,3c,10,5,58,-
-,-,-,-,-,-,-,7,7,699,c
-,-,4s,4d,Js,Th,3c,10,6,20,-
-,-,-,-,-,-,-,7,1,288,c
-,-,4s,4d,Js,Th,3c,10,7,20,-
-,-,-,-,-,-,-,7,2,130,k
-,-,4s,4d,Js,Th,3c,10,8,20,-
-,-,2d,Jh,Jd,-,-,7,1,111,k
Qh,Kh,4s,4d,Js,Th,3c,10,9,9,b
-,-,2d,Jh,Jd,-,-,7,2,50,b
Ah,Ad,4s,4d,Js,Th,3c,10,3,3,c
-,-,2d,Jh,Jd,-,-,7,3,139,f
-,-,-,-,-,-,-,10,1,1346,B
-,-,2d,Jh,Jd,-,-,7,4,1621,-
-,-,-,-,-,-,-,10,10,5129,c
-,-,2d,Jh,Jd,-,-,7,5,1491,-
Kc,Js,-,-,-,-,-,10,2,363,B
-,-,2d,Jh,Jd,-,-,7,6,445,-
-,-,-,-,-,-,-,10,3,105,f
-,-,2d,Jh,Jd,-,-,7,7,268,c
-,-,-,-,-,-,-,10,4,5978,f
-,-,2d,Jh,Jd,-,-,7,1,111,f
-,-,-,-,-,-,-,10,5,2113,f
-,-,2d,Jh,Jd,Qs,-,7,1,1444,-
-,-,-,-,-,-,-,10,6,2032,f
-,-,2d,Jh,Jd,Qs,-,7,2,652,k
-,-,-,-,-,-,-,10,7,2077,c
-,-,2d,Jh,Jd,Qs,-,7,3,1809,-
8c,8s,-,-,-,-,-,10,8,946,c
-,-,2d,Jh,Jd,Qs,-,7,4,21085,-
-,-,-,-,-,-,-,10,9,132,f
-,-,2d,Jh,Jd,Qs,-,7,5,19393,-
-,-,-,-,-,-,-,10,1,1346,c
-,-,2d,Jh,Jd,Qs,-,7,6,5789,-
Kc,Js,-,-,-,-,-,10,2,363,k
-,-,2d,Jh,Jd,Qs,-,7,7,3495,b
-,-,-,-,-,-,-,10,3,105,Q
-,-,2d,Jh,Jd,Qs,-,7,2,652,f
-,-,Ks,Ts,Kh,-,-,10,1,1346,k
-,-,-,-,-,-,-,7,1,57,-
-,-,Ks,Ts,Kh,-,-,10,10,5129,k
-,-,-,-,-,-,-,7,2,26,-
Kc,Js,Ks,Ts,Kh,-,-,10,2,363,k
-,-,-,-,-,-,-,7,3,72,-
-,-,Ks,Ts,Kh,-,-,10,3,105,-
-,-,-,-,-,-,-,7,4,843,-
-,-,Ks,Ts,Kh,-,-,10,4,5978,-
-,-,-,-,-,-,-,7,5,775,-
-,-,Ks,Ts,Kh,-,-,10,5,2113,-
-,-,-,-,-,-,-,7,6,231,-
-,-,Ks,Ts,Kh,-,-,10,6,2032,-
-,-,-,-,-,-,-,7,7,139,-
-,-,Ks,Ts,Kh,-,-,10,7,2077,k
-,-,-,-,-,-,-,7,1,17,B
8c,8s,Ks,Ts,Kh,-,-,10,8,946,k
-,-,-,-,-,-,-,7,2,48,B
-,-,Ks,Ts,Kh,-,-,10,9,132,-
-,-,-,-,-,-,-,7,3,569,f
-,-,Ks,Ts,Kh,6h,-,10,1,504,k
-,-,-,-,-,-,-,7,4,524,c
-,-,Ks,Ts,Kh,6h,-,10,10,1923,f
-,-,-,-,-,-,-,7,5,156,c
Kc,Js,Ks,Ts,Kh,6h,-,10,2,136,b
-,-,-,-,-,-,-,7,6,94,c
-,-,Ks,Ts,Kh,6h,-,10,3,39,-
-,-,-,-,-,-,-,7,7,39,c
-,-,Ks,Ts,Kh,6h,-,10,4,2242,-
-,-,-,-,-,-,-,7,1,17,r
-,-,Ks,Ts,Kh,6h,-,10,5,792,-
-,-,-,-,-,-,-,7,2,48,f
-,-,Ks,Ts,Kh,6h,-,10,6,762,-
-,-,-,-,-,-,-,7,4,524,c
-,-,Ks,Ts,Kh,6h,-,10,7,779,f
-,-,-,-,-,-,-,7,5,156,c
8c,8s,Ks,Ts,Kh,6h,-,10,8,354,c
-,-,-,-,-,-,-,7,6,94,c
-,-,Ks,Ts,Kh,6h,-,10,9,49,-
-,-,-,-,-,-,-,7,7,39,c
-,-,Ks,Ts,Kh,6h,-,10,1,504,f
-,-,4s,Jh,4h,-,-,7,1,4,b
-,-,Ks,Ts,Kh,6h,Jh,10,1,504,-
-,-,4s,Jh,4h,-,-,7,2,12,-
-,-,Ks,Ts,Kh,6h,Jh,10,10,1923,-
-,-,4s,Jh,4h,-,-,7,3,145,-
Kc,Js,Ks,Ts,Kh,6h,Jh,10,2,136,k
-,-,4s,Jh,4h,-,-,7,4,133,c
-,-,Ks,Ts,Kh,6h,Jh,10,3,39,-
-,-,4s,Jh,4h,-,-,7,5,39,f
-,-,Ks,Ts,Kh,6h,Jh,10,4,2242,-
-,-,4s,Jh,4h,-,-,7,6,24,f
-,-,Ks,Ts,Kh,6h,Jh,10,5,792,-
-,-,4s,Jh,4h,-,-,7,7,9,c
-,-,Ks,Ts,Kh,6h,Jh,10,6,762,-
-,-,4s,Jh,4h,5c,-,7,1,1,k
-,-,Ks,Ts,Kh,6h,Jh,10,7,779,-
-,-,4s,Jh,4h,5c,-,7,2,3,-
8c,8s,Ks,Ts,Kh,6h,Jh,10,8,354,k
-,-,4s,Jh,4h,5c,-,7,3,36,-
-,-,Ks,Ts,Kh,6h,Jh,10,9,49,-
-,-,4s,Jh,4h,5c,-,7,4,33,b
-,-,-,-,-,-,-,9,1,168,B
-,-,4s,Jh,4h,5c,-,7,5,10,-
-,-,-,-,-,-,-,9,2,2759,B
-,-,4s,Jh,4h,5c,-,7,6,6,-
-,-,-,-,-,-,-,9,3,975,f
-,-,4s,Jh,4h,5c,-,7,7,2,c
-,-,-,-,-,-,-,9,4,937,f
-,-,4s,Jh,4h,5c,-,7,1,1,c
Kc,As,-,-,-,-,-,9,5,958,r
-,-,4s,Jh,4h,5c,3c,7,1,0,k
4h,Th,-,-,-,-,-,9,6,436,c
-,-,4s,Jh,4h,5c,3c,7,2,0,-
-,-,-,-,-,-,-,9,7,61,f
-,-,4s,Jh,4h,5c,3c,7,3,8,-
-,-,-,-,-,-,-,9,8,2367,f
-,-,4s,Jh,4h,5c,3c,7,4,8,b
4d,2d,-,-,-,-,-,9,9,621,c
-,-,4s,Jh,4h,5c,3c,7,5,2,-
-,-,-,-,-,-,-,9,1,168,f
-,-,4s,Jh,4h,5c,3c,7,6,1,-
-,-,-,-,-,-,-,9,2,2759,f
-,-,4s,Jh,4h,5c,3c,7,7,0,r
-,-,4s,7c,9s,-,-,9,1,44,-
-,-,4s,7c,9s,-,-,9,2,732,-
-,-,4s,Jh,4h,5c,3c,7,1,0,f
-,-,4s,7c,9s,-,-,9,3,258,-
-,-,4s,Jh,4h,5c,3c,7,4,8,f
-,-,4s,7c,9s,-,-,9,4,248,-
-,-,4s,Jh,4h,5c,3c,7,7,0,A
Kc,As,4s,7c,9s,-,-,9,5,254,b
-,-,-,-,-,-,-,7,1,120,B
4h,Th,4s,7c,9s,-,-,9,6,115,c
-,-,-,-,-,-,-,7,2,1405,B
-,-,4s,7c,9s,-,-,9,7,16,-
-,-,-,-,-,-,-,7,3,1242,f
-,-,4s,7c,9s,-,-,9,8,628,-
-,-,-,-,-,-,-,7,4,385,f
4d,2d,4s,7c,9s,-,-,9,9,164,c
-,-,-,-,-,-,-,7,5,233,c
-,-,4s,7c,9s,7h,-,9,1,44,-
-,-,-,-,-,-,-,7,6,160,f
-,-,4s,7c,9s,7h,-,9,2,732,-
-,-,-,-,-,-,-,7,7,30,r
-,-,4s,7c,9s,7h,-,9,3,258,-
-,-,-,-,-,-,-,7,1,120,f
-,-,4s,7c,9s,7h,-,9,4,248,-
-,-,-,-,-,-,-,7,2,1405,c
Kc,As,4s,7c,9s,7h,-,9,5,254,k
-,-,-,-,-,-,-,7,5,233,c
4h,Th,4s,7c,9s,7h,-,9,6,115,k
-,-,9c,2d,Qh,-,-,7,1,1807,-
-,-,4s,7c,9s,7h,-,9,7,16,-
-,-,9c,2d,Qh,-,-,7,2,21085,k
-,-,4s,7c,9s,7h,-,9,8,628,-
-,-,9c,2d,Qh,-,-,7,3,18630,-
4d,2d,4s,7c,9s,7h,-,9,9,164,k
-,-,9c,2d,Qh,-,-,7,4,5782,-
-,-,4s,7c,9s,7h,6d,9,1,44,-
-,-,9c,2d,Qh,-,-,7,5,3495,k
-,-,4s,7c,9s,7h,6d,9,2,732,-
-,-,9c,2d,Qh,-,-,7,6,2408,-
-,-,4s,7c,9s,7h,6d,9,3,258,-
-,-,9c,2d,Qh,-,-,7,7,460,b
-,-,4s,7c,9s,7h,6d,9,4,248,-
-,-,9c,2d,Qh,-,-,7,2,21085,f
Kc,As,4s,7c,9s,7h,6d,9,5,254,k
-,-,9c,2d,Qh,-,-,7,5,3495,f
4h,Th,4s,7c,9s,7h,6d,9,6,115,k
-,-,-,-,-,-,-,7,1,1807,-
-,-,4s,7c,9s,7h,6d,9,7,16,-
-,-,-,-,-,-,-,7,2,21085,-
-,-,4s,7c,9s,7h,6d,9,8,628,-
-,-,-,-,-,-,-,7,3,18630,-
4d,2d,4s,7c,9s,7h,6d,9,9,164,k
-,-,-,-,-,-,-,7,4,5782,-
-,-,-,-,-,-,-,9,1,5518,B
-,-,-,-,-,-,-,7,5,3495,-
-,-,-,-,-,-,-,9,2,1951,B
-,-,-,-,-,-,-,7,6,2408,-
-,-,-,-,-,-,-,9,3,1875,f
-,-,-,-,-,-,-,7,7,460,-
-,-,-,-,-,-,-,9,4,1915,f
-,-,-,-,-,-,-,7,1,62,-
6d,Th,-,-,-,-,-,9,5,877,c
-,-,-,-,-,-,-,7,2,727,-
-,-,-,-,-,-,-,9,6,122,f
-,-,-,-,-,-,-,7,3,642,-
-,-,-,-,-,-,-,9,7,4734,c
-,-,-,-,-,-,-,7,4,199,-
-,-,-,-,-,-,-,9,8,1240,c
-,-,-,-,-,-,-,7,5,120,-
Ad,Qd,-,-,-,-,-,9,9,336,c
-,-,-,-,-,-,-,7,6,83,-
-,-,-,-,-,-,-,9,1,5518,f
-,-,-,-,-,-,-,7,7,15,-
-,-,-,-,-,-,-,9,2,1951,k
-,-,-,-,-,-,-,7,1,197,B
-,-,9c,8h,Qs,-,-,9,1,2049,-
-,-,-,-,-,-,-,7,2,174,B
-,-,9c,8h,Qs,-,-,9,2,724,k
6c,7c,-,-,-,-,-,7,3,54,c
-,-,9c,8h,Qs,-,-,9,3,696,-
-,-,-,-,-,-,-,7,4,32,c
-,-,9c,8h,Qs,-,-,9,4,711,-
-,-,-,-,-,-,-,7,5,22,c
6d,Th,9c,8h,Qs,-,-,9,5,326,b
7d,6d,-,-,-,-,-,7,6,4,c
-,-,9c,8h,Qs,-,-,9,6,45,-
-,-,-,-,-,-,-,7,7,16,c
-,-,9c,8h,Qs,-,-,9,7,1758,f
-,-,-,-,-,-,-,7,1,197,r
-,-,9c,8h,Qs,-,-,9,8,460,f
-,-,-,-,-,-,-,7,2,174,f
Ad,Qd,9c,8h,Qs,-,-,9,9,125,c
6c,7c,-,-,-,-,-,7,3,54,c
-,-,9c,8h,Qs,-,-,9,2,724,f
-,-,-,-,-,-,-,7,4,32,r
-,-,9c,8h,Qs,8s,-,9,1,710,-
-,-,-,-,-,-,-,7,5,22,c
-,-,9c,8h,Qs,8s,-,9,2,251,-
7d,6d,-,-,-,-,-,7,6,4,c
-,-,9c,8h,Qs,8s,-,9,3,241,-
-,-,-,-,-,-,-,7,7,16,f
-,-,9c,8h,Qs,8s,-,9,4,246,-
-,-,-,-,-,-,-,7,1,197,c
6d,Th,9c,8h,Qs,8s,-,9,5,112,b
6c,7c,-,-,-,-,-,7,3,54,c
-,-,9c,8h,Qs,8s,-,9,6,15,-
-,-,Kd,5d,8s,-,-,7,1,49,k
-,-,9c,8h,Qs,8s,-,9,7,609,-
-,-,Kd,5d,8s,-,-,7,2,43,-
-,-,9c,8h,Qs,8s,-,9,8,159,-
